Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,<>,source
0:0:2:1,61687.99662,0,0,2,1,2 1 (2.0:1.0)[true-Van]:14 2 (14.0:5.0)[true-Walker]:5 11 (5.0:93.0)[false-City Cargo Bike]:32 21 (32.0:61.0)[false-City Cargo Bike]:4 15 (4.0:69.0)[false-City Cargo Bike]:12 12 (12.0:19.0)[false-Van]:28 8 (28.0:25.0)[false-Van]:6 18 (6.0:33.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-Van]:10 18 (10.0:55.0)[true-Walker]:7 2 (7.0:71.0)[false-City Cargo Bike]:26 19 (26.0:27.0)[false-City Cargo Bike]:13 21 (13.0:57.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-Van]:15 14 (15.0:65.0)[false-City Cargo Bike]:16 9 (16.0:69.0)[false-Van]:3 14 (3.0:87.0)[false-City Cargo Bike]:9 7 (9.0:93.0)[false-Walker]:18 4 (18.0:19.0)[false-Van]:19 19 (19.0:21.0)[false-City Cargo Bike]:21 20 (21.0:41.0)[false-City Cargo Bike]:33 12 (33.0:15.0)[false-City Cargo Bike]:17 10 (17.0:3.0)[true-City Cargo Bike]:34 2 (34.0:31.0)[false-Van]:20 2 (20.0:67.0)[false-Walker]:36 11 (36.0:91.0)[false-Walker]:35 23 (35.0:71.0)[false-City Cargo Bike]:29 15 (29.0:59.0)[false-Van]:23 11 (23.0:15.0)[false-Van]:25 13 (25.0:19.0)[true-Van]:22 15 (22.0:19.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-Van]:27 13 (27.0:29.0)[false-Van]:30 18 (30.0:27.0)[false-City Cargo Bike]:31 11 (31.0:21.0)[false-Walker]:,SOL:R:Van::R:Van:2::R:Walker:14::R:City Cargo Bike:5::R:City Cargo Bike:32::R:City Cargo Bike:4::R:Van:12:28:6:8::R:Walker:10::R:City Cargo Bike:7::R:City Cargo Bike:26::R:City Cargo Bike:13::R:Van:11:15:16:3:9:18:19::R:City Cargo Bike:21::R:City Cargo Bike:33::R:City Cargo Bike:17::R:Van:34:20:36:35:29:23::R:Van:25:22:24:27:30:31:,61687.99662,17,56228.73598,270840.7068,1270,269570.7068,6128.001264,NaN,7738.305909,1606.535314,35,12,0,53,69,6,0,26,18,10,0,71,66,5,0,30,RndSwap:simple
0:0:2:2,-1,0,0,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:3,-1,0,0,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:4,-1,0,0,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:0,44406.50025,0,0,3,0,10 18 (10.0:55.0)[true-Van]:25 13 (25.0:19.0)[false-Walker]:2 1 (2.0:1.0)[false-Van]:3 14 (3.0:87.0)[true-Van]:5 11 (5.0:93.0)[false-Walker]:9 7 (9.0:93.0)[false-City Cargo Bike]:4 15 (4.0:69.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[true-Van]:21 20 (21.0:41.0)[true-Walker]:7 2 (7.0:71.0)[false-City Cargo Bike]:34 2 (34.0:31.0)[false-Van]:17 10 (17.0:3.0)[true-Walker]:22 15 (22.0:19.0)[false-City Cargo Bike]:16 9 (16.0:69.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-Van]:20 2 (20.0:67.0)[false-City Cargo Bike]:6 18 (6.0:33.0)[false-Van]:26 19 (26.0:27.0)[true-Walker]:28 8 (28.0:25.0)[false-City Cargo Bike]:31 11 (31.0:21.0)[false-Walker]:23 11 (23.0:15.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:13 21 (13.0:57.0)[true-Van]:30 18 (30.0:27.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:29 15 (29.0:59.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-Walker]:12 12 (12.0:19.0)[true-City Cargo Bike]:27 13 (27.0:29.0)[false-Van]:15 14 (15.0:65.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-City Cargo Bike]:35 23 (35.0:71.0)[false-Walker]:33 12 (33.0:15.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:10:25:2::R:Van:3:5:9:4:8::R:Van:19::R:Walker:21::R:City Cargo Bike:7:34::R:Walker:17::R:City Cargo Bike:22::R:City Cargo Bike:16::R:Van:36:20:6::R:Walker:26::R:City Cargo Bike:28::R:Walker:31::R:City Cargo Bike:23::R:City Cargo Bike:14::R:Van:13:30:32:29:18::R:City Cargo Bike:12::R:Van:27:15:24:35:33:11:,44406.50025,18,54187.86457,231091.4484,1390,229701.4484,6036.161742,NaN,6602.612811,1548.224702,39,22,0,39,66,11,0,23,24,28,0,48,73,14,0,14,RndSwap:simple
0:0:3:1,61817.67012,0,0,3,1,33 12 (33.0:15.0)[true-Van]:6 18 (6.0:33.0)[false-City Cargo Bike]:22 15 (22.0:19.0)[false-City Cargo Bike]:2 1 (2.0:1.0)[false-City Cargo Bike]:4 15 (4.0:69.0)[true-Van]:7 2 (7.0:71.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-Walker]:35 23 (35.0:71.0)[false-Walker]:8 22 (8.0:29.0)[false-City Cargo Bike]:10 18 (10.0:55.0)[true-Walker]:3 14 (3.0:87.0)[false-Van]:9 7 (9.0:93.0)[false-City Cargo Bike]:5 11 (5.0:93.0)[false-Van]:12 12 (12.0:19.0)[false-Van]:13 21 (13.0:57.0)[true-City Cargo Bike]:34 2 (34.0:31.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[true-Walker]:26 19 (26.0:27.0)[false-City Cargo Bike]:16 9 (16.0:69.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-Van]:25 13 (25.0:19.0)[false-City Cargo Bike]:31 11 (31.0:21.0)[false-Walker]:15 14 (15.0:65.0)[true-City Cargo Bike]:21 20 (21.0:41.0)[true-Walker]:14 2 (14.0:5.0)[false-City Cargo Bike]:23 11 (23.0:15.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-City Cargo Bike]:20 2 (20.0:67.0)[false-Walker]:29 15 (29.0:59.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Walker]:17 10 (17.0:3.0)[true-City Cargo Bike]:30 18 (30.0:27.0)[false-Van]:27 13 (27.0:29.0)[false-Van]:,SOL:R:Van::R:Van:33:6:22:2::R:Van:4:7:36:35:8::R:Walker:10::R:Van:3:9:5:12::R:City Cargo Bike:13::R:City Cargo Bike:34::R:Walker:11::R:City Cargo Bike:26::R:Van:16:32:18:25:31::R:City Cargo Bike:15::R:Walker:21::R:City Cargo Bike:14::R:City Cargo Bike:23::R:City Cargo Bike:24:20::R:City Cargo Bike:29::R:City Cargo Bike:19::R:Walker:28::R:City Cargo Bike:17::R:Van:30:27:,61817.67012,20,56243.40197,271288.1853,1420,269868.1853,5849.480981,NaN,7751.09101,1606.954342,30,20,0,50,57,11,0,31,18,21,0,61,57,16,0,27,init
0:0:3:2,-1,0,0,3,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:3,-1,0,0,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:4,-1,0,0,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:0,-1,0,0,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:1,79168.00029,0,0,4,1,22 15 (22.0:19.0)[true-Van]:4 15 (4.0:69.0)[true-Van]:7 2 (7.0:71.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-Walker]:8 22 (8.0:29.0)[false-City Cargo Bike]:10 18 (10.0:55.0)[true-Walker]:3 14 (3.0:87.0)[false-Van]:9 7 (9.0:93.0)[false-City Cargo Bike]:5 11 (5.0:93.0)[false-Van]:12 12 (12.0:19.0)[false-Van]:13 21 (13.0:57.0)[true-City Cargo Bike]:34 2 (34.0:31.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Walker]:11 23 (11.0:23.0)[false-Van]:6 18 (6.0:33.0)[true-Van]:16 9 (16.0:69.0)[false-Van]:35 23 (35.0:71.0)[false-Walker]:32 21 (32.0:61.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-Van]:15 14 (15.0:65.0)[true-City Cargo Bike]:2 1 (2.0:1.0)[false-City Cargo Bike]:33 12 (33.0:15.0)[false-City Cargo Bike]:25 13 (25.0:19.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[false-City Cargo Bike]:17 10 (17.0:3.0)[true-City Cargo Bike]:20 2 (20.0:67.0)[false-Walker]:31 11 (31.0:21.0)[false-Walker]:21 20 (21.0:41.0)[true-Walker]:14 2 (14.0:5.0)[false-City Cargo Bike]:23 11 (23.0:15.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-City Cargo Bike]:26 19 (26.0:27.0)[false-City Cargo Bike]:27 13 (27.0:29.0)[false-City Cargo Bike]:29 15 (29.0:59.0)[true-Walker]:30 18 (30.0:27.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:22::R:Van:4:7:36:8::R:Walker:10::R:Van:3:9:5:12::R:City Cargo Bike:13::R:City Cargo Bike:34:28::R:Van:11::R:Van:6:16:35:32:18::R:City Cargo Bike:15::R:City Cargo Bike:2::R:City Cargo Bike:33::R:City Cargo Bike:25::R:City Cargo Bike:19::R:City Cargo Bike:17::R:Walker:20::R:Walker:31::R:Walker:21::R:City Cargo Bike:14::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:26::R:City Cargo Bike:27::R:Walker:29::R:City Cargo Bike:30:,79168.00029,25,43866.70508,274059.4338,1670,272389.4338,6032.742448,NaN,7830.269537,1253.334431,24,20,0,56,43,14,0,43,11,29,0,60,47,15,0,38,init
0:0:4:2,-1,0,0,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:3,-1,0,0,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:4,-1,0,0,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:0,7834.570257,0,1,0,0,22 15 (22.0:19.0)[false-Van]:9 7 (9.0:93.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-City Cargo Bike]:20 2 (20.0:67.0)[false-Walker]:4 15 (4.0:69.0)[false-Van]:5 11 (5.0:93.0)[false-Van]:6 18 (6.0:33.0)[false-Van]:12 12 (12.0:19.0)[false-Van]:13 21 (13.0:57.0)[false-Van]:17 10 (17.0:3.0)[false-Van]:35 23 (35.0:71.0)[false-Walker]:34 2 (34.0:31.0)[false-City Cargo Bike]:33 12 (33.0:15.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Walker]:11 23 (11.0:23.0)[false-Van]:10 18 (10.0:55.0)[false-Van]:16 9 (16.0:69.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:15 14 (15.0:65.0)[false-Walker]:36 11 (36.0:91.0)[false-Walker]:19 19 (19.0:21.0)[false-Van]:18 4 (18.0:19.0)[false-Van]:2 1 (2.0:1.0)[false-Van]:21 20 (21.0:41.0)[false-Van]:29 15 (29.0:59.0)[false-Van]:23 11 (23.0:15.0)[false-Van]:3 14 (3.0:87.0)[false-Van]:8 22 (8.0:29.0)[false-City Cargo Bike]:25 13 (25.0:19.0)[true-Van]:24 6 (24.0:79.0)[false-Van]:27 13 (27.0:29.0)[false-Van]:26 19 (26.0:27.0)[false-Van]:30 18 (30.0:27.0)[false-City Cargo Bike]:31 11 (31.0:21.0)[false-Walker]:14 2 (14.0:5.0)[false-Van]:,SOL:R:Van:22:9:7:20:4:5:6:12::R:Van:13:17:35:34:33:28:11::R:Van:10:16:32:15:36:19:18:2::R:Van:21:29:23:3:8::R:Van:25:24:27:26:30:31:14:,7834.570257,5,39172.85128,118118.5538,600,117518.5538,9028.274309,1159.455385,3374.815824,1119.224322,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,init
0:1:0:1,-1,0,1,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:2,-1,0,1,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:3,-1,0,1,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:4,-1,0,1,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:1:0,11848.90359,0,1,1,0,10 18 (10.0:55.0)[true-Van]:25 13 (25.0:19.0)[false-Walker]:2 1 (2.0:1.0)[false-Van]:3 14 (3.0:87.0)[true-Van]:5 11 (5.0:93.0)[false-Walker]:16 9 (16.0:69.0)[false-City Cargo Bike]:9 7 (9.0:93.0)[false-City Cargo Bike]:4 15 (4.0:69.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[true-Van]:21 20 (21.0:41.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-Van]:6 18 (6.0:33.0)[false-Van]:17 10 (17.0:3.0)[true-Van]:22 15 (22.0:19.0)[false-City Cargo Bike]:33 12 (33.0:15.0)[false-City Cargo Bike]:26 19 (26.0:27.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-City Cargo Bike]:34 2 (34.0:31.0)[false-Van]:31 11 (31.0:21.0)[false-Walker]:23 11 (23.0:15.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:13 21 (13.0:57.0)[true-Van]:30 18 (30.0:27.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:29 15 (29.0:59.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-Walker]:12 12 (12.0:19.0)[true-City Cargo Bike]:27 13 (27.0:29.0)[false-Van]:15 14 (15.0:65.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-City Cargo Bike]:20 2 (20.0:67.0)[false-City Cargo Bike]:35 23 (35.0:71.0)[false-Walker]:11 23 (11.0:23.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:10:25:2::R:Van:3:5:16:9:4:8::R:Van:19:21:7:36:6::R:Van:17:22:33:26:28:34:31:23:14::R:Van:13:30:32:29:18::R:City Cargo Bike:12::R:Van:27:15:24:20:35:11:,11848.90359,8,52741.23738,161715.0244,890,160825.0244,7156.548738,NaN,4620.429268,1506.892497,88,0,0,13,97,0,0,3,89,0,0,11,97,0,0,3,RndSwap:simple
