Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
1:2:0:1,41139.20673569793,1,2,0,1,2 20 (2.0:1.0)[false-Van]:38 23 (38.0:23.0)[false-Walker]:13 22 (13.0:11.0)[false-Walker]:19 23 (19.0:39.0)[false-Walker]:3 14 (3.0:97.0)[true-Walker]:4 5 (4.0:23.0)[false-Walker]:6 22 (6.0:3.0)[true-Van]:7 25 (7.0:5.0)[false-Walker]:20 16 (20.0:13.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-Van]:32 2 (32.0:11.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-Walker]:10 10 (10.0:67.0)[false-Van]:25 8 (25.0:77.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-Walker]:42 14 (42.0:83.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-Walker]:9 18 (9.0:51.0)[false-Van]:14 9 (14.0:85.0)[true-Van]:48 16 (48.0:75.0)[false-Van]:47 18 (47.0:97.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-Walker]:12 14 (12.0:71.0)[false-Walker]:16 18 (16.0:57.0)[false-Walker]:33 3 (33.0:27.0)[false-Walker]:17 24 (17.0:71.0)[true-Van]:37 25 (37.0:33.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[true-Van]:36 13 (36.0:37.0)[false-City Cargo Bike]:22 8 (22.0:87.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:41 9 (41.0:45.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:5 11 (5.0:77.0)[false-Walker]:28 15 (28.0:53.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-Walker]:39 8 (39.0:13.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[false-City Cargo Bike]:,SOL:R:Van:2:38:13:19::R:Walker:3::R:Walker:4::R:Van:6:7:20:23:44:32:24:8::R:Van:10:25:11:42:15:9::R:Van:14:48:47:34:31:12::R:Walker:16::R:Walker:33::R:Van:17:37:45:26:27::R:Van:35:36:22:40:41:43:46:5:28::R:City Cargo Bike:29::R:City Cargo Bike:21::R:Walker:18::R:City Cargo Bike:39:30:,41139.20673569793,14.0,65402.92940486479,253446.02992404433,1120.0,252326.02992404433,9334.818989244488,2046.4939388624466,5392.468721788177,1391.5516894652085,43.0,36.0,0.0,21.0,81.0,11.0,0.0,9.0,32.0,41.0,0.0,27.0,86.0,9.0,0.0,5.0,DelRoute:LargeVan:simple
1:2:0:2,-1.0,1,2,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:2:0:3,-1.0,1,2,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:2:0:4,-1.0,1,2,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:2:1:0,23904.61532970427,1,2,1,0,3 14 (3.0:97.0)[true-Van]:2 20 (2.0:1.0)[false-Van]:5 11 (5.0:77.0)[false-Van]:35 3 (35.0:63.0)[false-Van]:9 18 (9.0:51.0)[false-Van]:12 14 (12.0:71.0)[true-City Cargo Bike]:28 15 (28.0:53.0)[true-City Cargo Bike]:33 3 (33.0:27.0)[true-City Cargo Bike]:4 5 (4.0:23.0)[false-Van]:25 8 (25.0:77.0)[false-Van]:23 5 (23.0:11.0)[false-Van]:17 24 (17.0:71.0)[false-Van]:11 26 (11.0:89.0)[false-Van]:14 9 (14.0:85.0)[false-Van]:32 2 (32.0:11.0)[false-Walker]:15 11 (15.0:57.0)[false-Van]:7 25 (7.0:5.0)[false-Van]:46 16 (46.0:53.0)[false-City Cargo Bike]:6 22 (6.0:3.0)[false-Van]:18 15 (18.0:61.0)[false-Van]:19 23 (19.0:39.0)[false-City Cargo Bike]:13 22 (13.0:11.0)[true-Van]:45 7 (45.0:37.0)[false-Walker]:20 16 (20.0:13.0)[false-Van]:29 9 (29.0:73.0)[false-Van]:40 16 (40.0:47.0)[false-Van]:24 12 (24.0:21.0)[false-Van]:26 16 (26.0:3.0)[false-Van]:8 2 (8.0:41.0)[false-Van]:44 13 (44.0:13.0)[false-Van]:27 12 (27.0:47.0)[false-Van]:34 20 (34.0:95.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-Van]:36 13 (36.0:37.0)[true-Van]:37 25 (37.0:33.0)[false-Walker]:38 23 (38.0:23.0)[false-Van]:43 4 (43.0:69.0)[false-Van]:42 14 (42.0:83.0)[false-Van]:21 14 (21.0:43.0)[false-Van]:22 8 (22.0:87.0)[false-Van]:47 18 (47.0:97.0)[false-Van]:39 8 (39.0:13.0)[false-Van]:31 10 (31.0:89.0)[false-Van]:48 16 (48.0:75.0)[false-Van]:41 9 (41.0:45.0)[false-Van]:10 10 (10.0:67.0)[false-Van]:,SOL:R:Van::R:Van:3:2:5:35:9::R:City Cargo Bike:12::R:City Cargo Bike:28::R:City Cargo Bike:33:4::R:Van:25:23:17:11:14:32:15::R:Van:7:46:6:18::R:City Cargo Bike:19::R:Van:13:45:20:29:40:24:26:8::R:Van:44:27:34:30:16::R:Van:36:37:38:43:42:21::R:Van:22:47:39:31:48:41:10:,23904.61532970427,12.0,65231.66494922381,218571.55952739043,1160.0,217411.55952739043,10800.436670104795,NaN,4650.458713348733,1387.9077648771022,67.0,0.0,0.0,33.0,89.0,0.0,0.0,11.0,55.0,0.0,0.0,45.0,90.0,0.0,0.0,10.0,RndSwap:simple
1:2:1:1,41139.20673569793,1,2,1,1,2 20 (2.0:1.0)[true-Van]:38 23 (38.0:23.0)[false-Walker]:13 22 (13.0:11.0)[false-Walker]:19 23 (19.0:39.0)[false-Walker]:3 14 (3.0:97.0)[true-Walker]:4 5 (4.0:23.0)[false-Walker]:6 22 (6.0:3.0)[true-Van]:7 25 (7.0:5.0)[false-Walker]:20 16 (20.0:13.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-Van]:32 2 (32.0:11.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-Walker]:10 10 (10.0:67.0)[false-Van]:25 8 (25.0:77.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-Walker]:42 14 (42.0:83.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-Walker]:9 18 (9.0:51.0)[false-Van]:14 9 (14.0:85.0)[true-Van]:48 16 (48.0:75.0)[false-Van]:47 18 (47.0:97.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-Walker]:12 14 (12.0:71.0)[false-Walker]:16 18 (16.0:57.0)[false-Walker]:33 3 (33.0:27.0)[false-Walker]:17 24 (17.0:71.0)[true-Van]:37 25 (37.0:33.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[true-Van]:36 13 (36.0:37.0)[false-City Cargo Bike]:22 8 (22.0:87.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:41 9 (41.0:45.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:5 11 (5.0:77.0)[false-Walker]:28 15 (28.0:53.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-Walker]:39 8 (39.0:13.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:38:13:19::R:Walker:3::R:Walker:4::R:Van:6:7:20:23:44:32:24:8::R:Van:10:25:11:42:15:9::R:Van:14:48:47:34:31:12::R:Walker:16::R:Walker:33::R:Van:17:37:45:26:27::R:Van:35:36:22:40:41:43:46:5:28::R:City Cargo Bike:29::R:City Cargo Bike:21::R:Walker:18::R:City Cargo Bike:39:30:,41139.20673569793,15.0,65402.92940486479,253566.02992404433,1240.0,252326.02992404433,9334.818989244488,NaN,5395.021913277539,1391.5516894652085,47.0,33.0,0.0,20.0,81.0,11.0,0.0,9.0,32.0,41.0,0.0,27.0,86.0,9.0,0.0,5.0,CrossOver:simple
1:2:1:2,81840.87777642201,1,2,1,2,2 20 (2.0:1.0)[false-Van]:6 22 (6.0:3.0)[false-Walker]:4 5 (4.0:23.0)[false-Walker]:5 11 (5.0:77.0)[false-Walker]:7 25 (7.0:5.0)[false-Walker]:8 2 (8.0:41.0)[false-Walker]:9 18 (9.0:51.0)[false-Walker]:10 10 (10.0:67.0)[false-Walker]:11 26 (11.0:89.0)[false-Walker]:12 14 (12.0:71.0)[false-Walker]:13 22 (13.0:11.0)[false-Walker]:3 14 (3.0:97.0)[false-Walker]:15 11 (15.0:57.0)[false-Walker]:17 24 (17.0:71.0)[false-Walker]:18 15 (18.0:61.0)[false-Walker]:19 23 (19.0:39.0)[false-Walker]:21 14 (21.0:43.0)[false-Walker]:22 8 (22.0:87.0)[false-Walker]:24 12 (24.0:21.0)[true-Van]:14 9 (14.0:85.0)[false-Walker]:31 10 (31.0:89.0)[false-Walker]:25 8 (25.0:77.0)[false-Walker]:26 16 (26.0:3.0)[false-Walker]:39 8 (39.0:13.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-Walker]:29 9 (29.0:73.0)[true-Van]:30 2 (30.0:81.0)[false-Walker]:33 3 (33.0:27.0)[false-Walker]:34 20 (34.0:95.0)[false-Walker]:35 3 (35.0:63.0)[false-Walker]:28 15 (28.0:53.0)[false-Walker]:16 18 (16.0:57.0)[false-Walker]:36 13 (36.0:37.0)[false-Walker]:37 25 (37.0:33.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[true-Van]:40 16 (40.0:47.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[false-Walker]:41 9 (41.0:45.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[true-Walker]:45 7 (45.0:37.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-City Cargo Bike]:20 16 (20.0:13.0)[false-Walker]:47 18 (47.0:97.0)[false-City Cargo Bike]:,SOL:R:Van:2:6:4:5:7:8::R:Walker:9::R:Walker:10::R:Walker:11::R:Walker:12::R:Walker:13::R:Walker:3::R:Walker:15::R:Walker:17::R:Walker:18::R:Walker:19::R:Walker:21::R:Walker:22::R:Van:24:14:31:25:26:39:44:27::R:Van:29:30:33:34:35:28:16:36::R:City Cargo Bike:37::R:Van:38:40:32:41:42:46:43::R:Walker:23::R:City Cargo Bike:45::R:City Cargo Bike:48::R:Walker:20::R:City Cargo Bike:47:,81840.87777642201,22.0,65508.08353052585,335382.7727322113,1380.0,334002.7727322113,9007.045458765177,2827.901773582465,7135.803675153432,1393.789011287784,18.0,64.0,0.0,18.0,62.0,30.0,0.0,9.0,16.0,57.0,0.0,27.0,54.0,35.0,0.0,11.0,RndSwap:simple
1:2:1:3,-1.0,1,2,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:2:1:4,-1.0,1,2,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:2:2:0,63880.486107382436,1,2,2,0,2 20 (2.0:1.0)[true-Van]:38 23 (38.0:23.0)[false-Walker]:39 8 (39.0:13.0)[false-City Cargo Bike]:13 22 (13.0:11.0)[false-Walker]:4 5 (4.0:23.0)[false-Walker]:3 14 (3.0:97.0)[true-Van]:34 20 (34.0:95.0)[false-City Cargo Bike]:47 18 (47.0:97.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-Van]:6 22 (6.0:3.0)[true-Van]:7 25 (7.0:5.0)[false-Walker]:23 5 (23.0:11.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:9 18 (9.0:51.0)[false-Walker]:27 12 (27.0:47.0)[false-City Cargo Bike]:17 24 (17.0:71.0)[true-Walker]:12 14 (12.0:71.0)[false-Walker]:10 10 (10.0:67.0)[true-Walker]:20 16 (20.0:13.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[false-City Cargo Bike]:25 8 (25.0:77.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-Walker]:5 11 (5.0:77.0)[false-Van]:40 16 (40.0:47.0)[false-City Cargo Bike]:41 9 (41.0:45.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-Walker]:14 9 (14.0:85.0)[true-Van]:22 8 (22.0:87.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-Van]:31 10 (31.0:89.0)[false-Walker]:16 18 (16.0:57.0)[false-Walker]:18 15 (18.0:61.0)[false-Walker]:30 2 (30.0:81.0)[true-Walker]:33 3 (33.0:27.0)[false-Van]:19 23 (19.0:39.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-City Cargo Bike]:28 15 (28.0:53.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[true-Walker]:36 13 (36.0:37.0)[false-City Cargo Bike]:37 25 (37.0:33.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:38:39:13:4::R:Van:3:34:47:8::R:Van:6:7:23:44:26:9::R:City Cargo Bike:27::R:Walker:17::R:Walker:12::R:Walker:10::R:City Cargo Bike:20::R:City Cargo Bike:32:25::R:Walker:11::R:Van:5:40:41:45:24:15::R:Van:14:22:42:43:46:48:31:16::R:Walker:18::R:Walker:30:33::R:City Cargo Bike:19::R:City Cargo Bike:29::R:City Cargo Bike:21::R:City Cargo Bike:28::R:Walker:35::R:City Cargo Bike:36::R:City Cargo Bike:37:,63880.486107382436,22.0,43036.458574168566,241175.7645076032,1520.0,239655.7645076032,9902.88366115914,NaN,5131.399244842621,915.6693313652886,27.0,32.0,0.0,41.0,62.0,17.0,0.0,21.0,13.0,38.0,0.0,49.0,63.0,15.0,0.0,22.0,CrossOver:simple
1:2:2:1,53657.22230625336,1,2,2,1,2 20 (2.0:1.0)[true-Van]:6 22 (6.0:3.0)[false-Walker]:7 25 (7.0:5.0)[false-Walker]:47 18 (47.0:97.0)[false-Walker]:8 2 (8.0:41.0)[false-Walker]:9 18 (9.0:51.0)[true-Van]:10 10 (10.0:67.0)[true-Van]:11 26 (11.0:89.0)[true-Walker]:5 11 (5.0:77.0)[false-Walker]:12 14 (12.0:71.0)[false-Walker]:3 14 (3.0:97.0)[false-Van]:32 2 (32.0:11.0)[false-City Cargo Bike]:4 5 (4.0:23.0)[false-Walker]:24 12 (24.0:21.0)[false-City Cargo Bike]:14 9 (14.0:85.0)[false-Walker]:43 4 (43.0:69.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-Walker]:17 24 (17.0:71.0)[true-Van]:48 16 (48.0:75.0)[false-City Cargo Bike]:20 16 (20.0:13.0)[false-Walker]:25 8 (25.0:77.0)[false-Walker]:37 25 (37.0:33.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-Walker]:21 14 (21.0:43.0)[false-Walker]:27 12 (27.0:47.0)[false-Walker]:29 9 (29.0:73.0)[false-Walker]:30 2 (30.0:81.0)[true-City Cargo Bike]:22 8 (22.0:87.0)[false-Walker]:13 22 (13.0:11.0)[false-Walker]:44 13 (44.0:13.0)[false-Van]:26 16 (26.0:3.0)[false-Walker]:40 16 (40.0:47.0)[false-City Cargo Bike]:41 9 (41.0:45.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[false-Walker]:35 3 (35.0:63.0)[false-Walker]:19 23 (19.0:39.0)[false-Walker]:38 23 (38.0:23.0)[true-Van]:39 8 (39.0:13.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-Walker]:23 5 (23.0:11.0)[false-Walker]:18 15 (18.0:61.0)[false-Walker]:28 15 (28.0:53.0)[false-Walker]:36 13 (36.0:37.0)[false-Walker]:33 3 (33.0:27.0)[false-Walker]:,SOL:R:Van::R:Van:2:6:7:47:8::R:Van:9::R:Van:10::R:Walker:11::R:Walker:5::R:Walker:12::R:Van:3:32:4:24:14:43:16::R:Van:17:48:20:25:37:15::R:Walker:21::R:Walker:27::R:Walker:29::R:City Cargo Bike:30:22::R:Walker:13::R:Van:44:26:40:41:34:35:19::R:Van:38:39:46:42:45:31:23:18::R:Walker:28::R:Walker:36::R:Walker:33:,53657.22230625336,19.0,64818.37453081376,277352.2183926225,1510.0,275842.2183926225,11387.068783648192,NaN,5901.111029630266,1379.1143517194416,42.0,53.0,0.0,5.0,74.0,21.0,0.0,4.0,24.0,67.0,0.0,9.0,76.0,22.0,0.0,2.0,RndSwap:simple
1:2:2:2,81840.87777642201,1,2,2,2,2 20 (2.0:1.0)[true-Van]:4 5 (4.0:23.0)[false-Walker]:6 22 (6.0:3.0)[false-Walker]:5 11 (5.0:77.0)[false-Walker]:7 25 (7.0:5.0)[false-Walker]:8 2 (8.0:41.0)[false-Walker]:9 18 (9.0:51.0)[false-Walker]:10 10 (10.0:67.0)[false-Walker]:11 26 (11.0:89.0)[false-Walker]:12 14 (12.0:71.0)[false-Walker]:13 22 (13.0:11.0)[false-Walker]:3 14 (3.0:97.0)[false-Walker]:15 11 (15.0:57.0)[false-Walker]:17 24 (17.0:71.0)[false-Walker]:18 15 (18.0:61.0)[false-Walker]:19 23 (19.0:39.0)[false-Walker]:21 14 (21.0:43.0)[false-Walker]:22 8 (22.0:87.0)[false-Walker]:24 12 (24.0:21.0)[true-Van]:14 9 (14.0:85.0)[false-Walker]:25 8 (25.0:77.0)[false-Walker]:26 16 (26.0:3.0)[false-Walker]:39 8 (39.0:13.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-Walker]:29 9 (29.0:73.0)[true-Van]:30 2 (30.0:81.0)[false-Walker]:31 10 (31.0:89.0)[false-Walker]:33 3 (33.0:27.0)[false-Walker]:34 20 (34.0:95.0)[false-Walker]:35 3 (35.0:63.0)[false-Walker]:28 15 (28.0:53.0)[false-Walker]:16 18 (16.0:57.0)[false-Walker]:36 13 (36.0:37.0)[false-Walker]:37 25 (37.0:33.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[true-Van]:40 16 (40.0:47.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[false-Walker]:41 9 (41.0:45.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[true-Walker]:45 7 (45.0:37.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-City Cargo Bike]:20 16 (20.0:13.0)[false-Walker]:47 18 (47.0:97.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:4:6:5:7:8::R:Walker:9::R:Walker:10::R:Walker:11::R:Walker:12::R:Walker:13::R:Walker:3::R:Walker:15::R:Walker:17::R:Walker:18::R:Walker:19::R:Walker:21::R:Walker:22::R:Van:24:14:25:26:39:44:27::R:Van:29:30:31:33:34:35:28:16:36::R:City Cargo Bike:37::R:Van:38:40:32:41:42:46:43::R:Walker:23::R:City Cargo Bike:45::R:City Cargo Bike:48::R:Walker:20::R:City Cargo Bike:47:,81840.87777642201,23.0,65508.08353052585,335502.7727322113,1500.0,334002.7727322113,9971.352702169515,NaN,7138.356866642793,1393.789011287784,22.0,61.0,0.0,17.0,62.0,30.0,0.0,9.0,16.0,57.0,0.0,27.0,54.0,35.0,0.0,11.0,CrossOver:simple
1:2:2:3,122929.45109274918,1,2,2,3,31 10 (31.0:89.0)[false-City Cargo Bike]:3 14 (3.0:97.0)[false-City Cargo Bike]:5 11 (5.0:77.0)[false-City Cargo Bike]:7 25 (7.0:5.0)[false-City Cargo Bike]:4 5 (4.0:23.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:9 18 (9.0:51.0)[false-City Cargo Bike]:10 10 (10.0:67.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-City Cargo Bike]:12 14 (12.0:71.0)[true-Van]:13 22 (13.0:11.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-City Cargo Bike]:17 24 (17.0:71.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-City Cargo Bike]:19 23 (19.0:39.0)[false-City Cargo Bike]:20 16 (20.0:13.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-City Cargo Bike]:22 8 (22.0:87.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:2 20 (2.0:1.0)[false-City Cargo Bike]:25 8 (25.0:77.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:28 15 (28.0:53.0)[false-City Cargo Bike]:14 9 (14.0:85.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[true-Walker]:30 2 (30.0:81.0)[false-City Cargo Bike]:6 22 (6.0:3.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-Van]:36 13 (36.0:37.0)[false-City Cargo Bike]:37 25 (37.0:33.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[false-City Cargo Bike]:39 8 (39.0:13.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:33 3 (33.0:27.0)[true-Van]:43 4 (43.0:69.0)[false-Van]:47 18 (47.0:97.0)[false-Van]:44 13 (44.0:13.0)[false-Van]:48 16 (48.0:75.0)[false-Van]:41 9 (41.0:45.0)[false-Van]:,SOL:R:City Cargo Bike:31::R:City Cargo Bike:3::R:City Cargo Bike:5::R:City Cargo Bike:7::R:City Cargo Bike:4:8::R:City Cargo Bike:45::R:City Cargo Bike:9::R:City Cargo Bike:10::R:City Cargo Bike:11::R:Van:12:13:23:15:16:17::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:20::R:City Cargo Bike:21::R:City Cargo Bike:22::R:City Cargo Bike:24::R:City Cargo Bike:2::R:City Cargo Bike:25::R:City Cargo Bike:26::R:City Cargo Bike:28::R:City Cargo Bike:14::R:City Cargo Bike:29::R:Walker:32:30::R:City Cargo Bike:6::R:City Cargo Bike:42::R:City Cargo Bike:34::R:City Cargo Bike:35::R:Van:46:36:37:27:38:39::R:City Cargo Bike:40::R:Van:33:43:47:44:48:41:,122929.45109274918,30.0,65420.51007640883,417662.22838416137,1710.0,415952.22838416137,11665.437673824992,2065.0145630904926,8886.43039115237,1391.9257463065708,10.0,3.0,0.0,87.0,38.0,4.0,0.0,57.0,11.0,4.0,0.0,85.0,41.0,1.0,0.0,59.0,AddRoute:Pedestrian:simple
1:2:2:4,-1.0,1,2,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:2:3:0,-1.0,1,2,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
