Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,<>,source
0:0:3:0,31455.73314,0,0,3,0,8 16 (8.0:84.0)[true-Van]:7 12 (7.0:58.0)[true-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-Walker]:30 2 (30.0:20.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[false-Van]:28 20 (28.0:57.0)[false-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[true-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[false-Van]:12 14 (12.0:5.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-Van]:2 19 (2.0:96.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[true-City Cargo Bike]:24 8 (24.0:42.0)[false-Van]:5 19 (5.0:13.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-Van]:23 4 (23.0:5.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[false-Van]:17 18 (17.0:88.0)[true-Van]:29 15 (29.0:23.0)[true-Van]:21 8 (21.0:50.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:18 19 (18.0:91.0)[false-Van]:,SOL:R:Van::R:Van:8::R:City Cargo Bike:7::R:City Cargo Bike:15::R:City Cargo Bike:31::R:Walker:4::R:City Cargo Bike:30:27::R:Van:28:32:13::R:Van:3:10:26:12:6:14::R:Van:22:2::R:City Cargo Bike:20::R:Van:24:5:9:16:11:23:25::R:Van:17::R:Van:29:21:19:18:,31455.73314,14,67834.654,240541.5667,1260,239281.5667,7084.467149,NaN,7759.405377,2188.214645,57,7,0,36,77,3,0,19,43,12,0,45,85,1,0,14,RndSwap:simple
0:0:3:1,55676.69564,0,0,3,1,4 6 (4.0:49.0)[true-Van]:27 2 (27.0:80.0)[false-Van]:3 21 (3.0:50.0)[false-Walker]:21 8 (21.0:50.0)[true-Van]:28 20 (28.0:57.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-Van]:31 14 (31.0:85.0)[true-Van]:20 24 (20.0:93.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-City Cargo Bike]:30 2 (30.0:20.0)[false-City Cargo Bike]:10 16 (10.0:2.0)[false-Van]:7 12 (7.0:58.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[true-Van]:12 14 (12.0:5.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[true-City Cargo Bike]:18 19 (18.0:91.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:19 1 (19.0:19.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:4:27:3::R:Van:21:28:32:14::R:Van:31:20:29:5:25:15::R:City Cargo Bike:6::R:City Cargo Bike:24::R:City Cargo Bike:2::R:City Cargo Bike:17::R:Van:8::R:City Cargo Bike:9:30::R:Van:10:7::R:Van:11:12:23:16:13::R:City Cargo Bike:26::R:City Cargo Bike:18::R:City Cargo Bike:22::R:City Cargo Bike:19:,55676.69564,16,67870.41732,289106.4763,1290,287816.4763,7161.132946,NaN,9326.015365,2189.368301,44,0,0,56,68,0,0,32,24,0,0,76,72,0,0,28,init
0:0:3:2,-1,0,0,3,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:3,-1,0,0,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:4,-1,0,0,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:0,54110.11572,0,0,4,0,7 12 (7.0:58.0)[true-Van]:4 6 (4.0:49.0)[true-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[false-Van]:29 15 (29.0:23.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[false-Walker]:20 24 (20.0:93.0)[true-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-Van]:6 7 (6.0:29.0)[true-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:19 1 (19.0:19.0)[true-Walker]:28 20 (28.0:57.0)[false-Walker]:32 9 (32.0:98.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[false-Walker]:31 14 (31.0:85.0)[false-Van]:2 19 (2.0:96.0)[false-Van]:26 24 (26.0:9.0)[true-Van]:13 21 (13.0:98.0)[false-Van]:22 12 (22.0:98.0)[true-Walker]:15 3 (15.0:61.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Van]:,SOL:R:Van::R:Van:7::R:City Cargo Bike:4::R:City Cargo Bike:21:27::R:City Cargo Bike:29::R:Walker:3::R:Van:20:30:8::R:Van:6:10:11:12:23:9:5:24:14::R:Van:16:17::R:Walker:19::R:Walker:28::R:City Cargo Bike:32::R:Walker:25::R:Van:31:2::R:Van:26:13::R:Walker:22::R:City Cargo Bike:15::R:Van:18:,54110.11572,18,64080.25618,276288.8975,1460,274828.8975,7143.265568,NaN,8912.545081,2067.105038,44,28,0,28,65,16,0,19,24,39,0,37,70,19,0,10,AddRoute:Pedestrian:simple
0:0:4:1,59559.02145,0,0,4,1,8 16 (8.0:84.0)[true-Van]:7 12 (7.0:58.0)[true-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-Walker]:30 2 (30.0:20.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[false-Van]:28 20 (28.0:57.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:13 21 (13.0:98.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[true-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[false-Van]:12 14 (12.0:5.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-Van]:2 19 (2.0:96.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[true-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-Van]:25 24 (25.0:61.0)[false-Van]:17 18 (17.0:88.0)[true-Van]:29 15 (29.0:23.0)[true-Van]:21 8 (21.0:50.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:18 19 (18.0:91.0)[false-Van]:,SOL:R:Van::R:Van:8::R:City Cargo Bike:7::R:City Cargo Bike:15::R:City Cargo Bike:31::R:Walker:4::R:City Cargo Bike:30:27::R:Van:28:24:13::R:Van:3:10:26:12:6:14::R:Van:22:2::R:City Cargo Bike:20::R:City Cargo Bike:32::R:City Cargo Bike:5::R:City Cargo Bike:23:9::R:City Cargo Bike:16::R:Van:11:25::R:Van:17::R:Van:29:21:19:18:,59559.02145,18,67834.654,296948.1433,1460,295488.1433,7084.467149,NaN,9578.972364,2188.214645,44,6,0,50,61,3,0,35,23,6,0,71,70,1,0,29,RndSwap:simple
0:0:4:2,-1,0,0,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:3,-1,0,0,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:4,-1,0,0,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:0,7860.906178,0,1,0,0,3 21 (3.0:50.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:5 19 (5.0:13.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:31 14 (31.0:85.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:22 12 (22.0:98.0)[false-Van]:15 3 (15.0:61.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-Walker]:20 24 (20.0:93.0)[false-Walker]:2 19 (2.0:96.0)[false-Walker]:26 24 (26.0:9.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:23 4 (23.0:5.0)[false-Walker]:7 12 (7.0:58.0)[false-Van]:25 24 (25.0:61.0)[false-Van]:18 19 (18.0:91.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van:3:4:5:6:30:21:28:8::R:Van:9:10:11:19:12:31:13:14::R:Van:22:15:16:27:32:20:2::R:Van:26:24:23:7:25:18::R:Van:29:17:,7860.906178,5,39304.53089,118513.5927,600,117913.5927,8903.490574,1380.924729,3823.019118,1267.888093,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,init
0:1:0:1,-1,0,1,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:2,-1,0,1,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:3,-1,0,1,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:4,-1,0,1,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:1:0,10072.06673,0,1,1,0,31 14 (31.0:85.0)[true-Van]:12 14 (12.0:5.0)[false-Van]:5 19 (5.0:13.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:4 6 (4.0:49.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:10 16 (10.0:2.0)[false-Van]:30 2 (30.0:20.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:27 2 (27.0:80.0)[false-Van]:13 21 (13.0:98.0)[false-Van]:14 16 (14.0:84.0)[true-Van]:15 3 (15.0:61.0)[true-Van]:7 12 (7.0:58.0)[false-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-Van]:23 4 (23.0:5.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:19 1 (19.0:19.0)[true-Van]:28 20 (28.0:57.0)[false-Van]:25 24 (25.0:61.0)[false-Walker]:22 12 (22.0:98.0)[false-Van]:20 24 (20.0:93.0)[false-Van]:2 19 (2.0:96.0)[false-Van]:26 24 (26.0:9.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:18 19 (18.0:91.0)[false-Van]:,SOL:R:Van::R:Van:31:12:5:21:16:6:8::R:Van:9:4:3:10:30:11:27:13::R:Van:14::R:Van:15:7:32:24:23:17::R:Van:19:28:25:22:20:2::R:Van:26:29:18:,10072.06673,7,50360.33366,151921.001,840,151081.001,11088.18945,NaN,4900.677451,1624.526892,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,RndSwap:simple
