Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,<>,source
0:0:2:0,27189.71733,0,0,2,0,16 5 (16.0:36.0)[true-Van]:34 7 (34.0:50.0)[true-Van]:26 9 (26.0:37.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[true-Van]:18 7 (18.0:73.0)[false-Van]:36 20 (36.0:18.0)[false-Van]:33 19 (33.0:12.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:2 16 (2.0:59.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:8 7 (8.0:37.0)[false-Van]:9 27 (9.0:68.0)[true-Van]:12 6 (12.0:93.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-Van]:23 16 (23.0:53.0)[false-Van]:28 12 (28.0:75.0)[false-Van]:29 1 (29.0:11.0)[false-Van]:30 9 (30.0:9.0)[false-Van]:5 13 (5.0:26.0)[false-Van]:,SOL:R:Van::R:Van:16::R:Van:34:26:7:3:4::R:Van:6:18:36:33:35:37:2::R:City Cargo Bike:13::R:Van:8::R:Van:9:12:20:21:10:15:11:17::R:City Cargo Bike:14::R:City Cargo Bike:24:25:27::R:City Cargo Bike:32:19::R:City Cargo Bike:31::R:Van:22:23:28:29:30:5:,27189.71733,12,46017.0878,175113.8629,1090,174023.8629,6074.08405,NaN,4864.27397,1278.252439,58,0,0,42,78,0,0,22,34,0,0,66,80,0,0,20,RndSwap:simple
0:0:2:1,50175.58836,0,0,2,1,5 13 (5.0:26.0)[true-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:2 16 (2.0:59.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[true-Van]:9 27 (9.0:68.0)[false-Van]:10 1 (10.0:78.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-City Cargo Bike]:8 7 (8.0:37.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:12 6 (12.0:93.0)[true-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:23 16 (23.0:53.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:28 12 (28.0:75.0)[true-Van]:29 1 (29.0:11.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:30 9 (30.0:9.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[true-City Cargo Bike]:35 7 (35.0:26.0)[false-Van]:36 20 (36.0:18.0)[false-Van]:33 19 (33.0:12.0)[false-Van]:32 6 (32.0:8.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-Van]:17 16 (17.0:45.0)[false-Van]:,SOL:R:Van::R:Van:5:21:2::R:Van:6:9:10:15:11:20:7:34:8::R:City Cargo Bike:19:4::R:City Cargo Bike:12::R:City Cargo Bike:13::R:City Cargo Bike:22::R:City Cargo Bike:24:25::R:City Cargo Bike:3::R:City Cargo Bike:23::R:City Cargo Bike:26::R:City Cargo Bike:18:27::R:City Cargo Bike:14::R:Van:28:29:16:30::R:City Cargo Bike:31::R:Van:35:36:33:32:37:17:,50175.58836,16,47552.71796,225138.2434,1150,223988.2434,6017.543373,NaN,6253.840094,1320.908832,31,0,0,69,61,0,0,39,19,0,0,81,62,0,0,38,RndSwap:simple
0:0:2:2,-1,0,0,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:3,-1,0,0,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:4,-1,0,0,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:0,44485.089,0,0,3,0,16 5 (16.0:36.0)[true-Van]:34 7 (34.0:50.0)[true-Van]:7 23 (7.0:96.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[true-Van]:18 7 (18.0:73.0)[false-Van]:36 20 (36.0:18.0)[false-Van]:33 19 (33.0:12.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:2 16 (2.0:59.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:8 7 (8.0:37.0)[false-Van]:9 27 (9.0:68.0)[true-Van]:12 6 (12.0:93.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-Van]:28 12 (28.0:75.0)[true-City Cargo Bike]:30 9 (30.0:9.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:23 16 (23.0:53.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:16::R:Van:34:7:3:4::R:Van:6:18:36:33:35:37:2::R:City Cargo Bike:26::R:City Cargo Bike:13::R:Van:8::R:Van:9:12:20:21:10:15:11:17::R:City Cargo Bike:14::R:City Cargo Bike:24:25:27::R:City Cargo Bike:32:19::R:City Cargo Bike:31::R:Van:5::R:City Cargo Bike:28::R:City Cargo Bike:30:29::R:City Cargo Bike:22::R:City Cargo Bike:23:,44485.089,17,46017.0878,209954.6063,1340,208614.6063,6074.08405,NaN,5832.072397,1278.252439,41,0,0,59,61,0,0,39,21,0,0,79,63,0,0,37,RndSwap:simple
0:0:3:1,52232.17517,0,0,3,1,7 23 (7.0:96.0)[true-Van]:2 16 (2.0:59.0)[false-Van]:6 8 (6.0:66.0)[true-Walker]:15 2 (15.0:78.0)[true-Van]:11 3 (11.0:82.0)[false-Van]:3 18 (3.0:96.0)[false-Walker]:4 1 (4.0:47.0)[false-Walker]:32 6 (32.0:8.0)[true-Van]:8 7 (8.0:37.0)[false-Van]:9 27 (9.0:68.0)[true-Van]:13 24 (13.0:74.0)[false-Van]:10 1 (10.0:78.0)[false-Van]:35 7 (35.0:26.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[false-Van]:16 5 (16.0:36.0)[false-Van]:18 7 (18.0:73.0)[true-Van]:37 20 (37.0:22.0)[false-Van]:30 9 (30.0:9.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[true-City Cargo Bike]:12 6 (12.0:93.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:28 12 (28.0:75.0)[false-City Cargo Bike]:23 16 (23.0:53.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[true-City Cargo Bike]:19 4 (19.0:10.0)[false-Van]:22 23 (22.0:43.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-Walker]:26 9 (26.0:37.0)[false-Walker]:27 2 (27.0:16.0)[false-Walker]:29 1 (29.0:11.0)[true-Walker]:36 20 (36.0:18.0)[true-City Cargo Bike]:,SOL:R:Van::R:Van:7:2::R:Walker:6::R:Van:15:11:3:4::R:Van:32:8::R:Van:9:13:10:35:33:16::R:Van:18:37:30:5::R:City Cargo Bike:34::R:City Cargo Bike:12::R:Van:20:21:28:23:14:17::R:City Cargo Bike:25:19::R:City Cargo Bike:22::R:City Cargo Bike:31::R:Walker:24::R:Walker:26::R:Walker:27::R:Walker:29::R:City Cargo Bike:36:,52232.17517,18,46017.0878,225498.7786,1390,224108.7786,5448.999421,NaN,6263.854962,1278.252439,39,28,0,33,67,14,0,19,18,36,0,46,74,5,0,21,AddRoute:CargoBike:simple
0:0:3:2,-1,0,0,3,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:3,-1,0,0,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:4,-1,0,0,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:0,96866.07382,0,0,4,0,3 18 (3.0:96.0)[true-Van]:5 13 (5.0:26.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[true-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-City Cargo Bike]:8 7 (8.0:37.0)[false-City Cargo Bike]:9 27 (9.0:68.0)[true-City Cargo Bike]:23 16 (23.0:53.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:12 6 (12.0:93.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[true-City Cargo Bike]:20 22 (20.0:98.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[false-City Cargo Bike]:28 12 (28.0:75.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:30 9 (30.0:9.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:2 16 (2.0:59.0)[false-City Cargo Bike]:36 20 (36.0:18.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:5::R:Van:6:21:7:8::R:City Cargo Bike:9::R:City Cargo Bike:23::R:City Cargo Bike:10::R:City Cargo Bike:37::R:City Cargo Bike:11:12::R:City Cargo Bike:13::R:City Cargo Bike:15:16::R:City Cargo Bike:17::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:20::R:City Cargo Bike:22::R:City Cargo Bike:24:25::R:City Cargo Bike:28::R:City Cargo Bike:27:29::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:33::R:City Cargo Bike:34:4::R:City Cargo Bike:35::R:City Cargo Bike:26::R:City Cargo Bike:14::R:City Cargo Bike:2::R:City Cargo Bike:36:,96866.07382,28,10956.72169,223829.624,1610,222219.624,4844.769501,NaN,6217.489556,304.3533802,11,0,0,89,17,0,0,83,2,0,0,98,19,0,0,81,AddRoute:CargoBike:simple
0:0:4:1,66203.82599,0,0,4,1,16 5 (16.0:36.0)[true-Van]:34 7 (34.0:50.0)[true-Van]:7 23 (7.0:96.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[true-Van]:36 20 (36.0:18.0)[false-Van]:2 16 (2.0:59.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[true-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-City Cargo Bike]:8 7 (8.0:37.0)[false-Van]:9 27 (9.0:68.0)[true-Van]:12 6 (12.0:93.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[true-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-Van]:28 12 (28.0:75.0)[true-City Cargo Bike]:30 9 (30.0:9.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:23 16 (23.0:53.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:16::R:Van:34:7:3:4::R:Van:6:36:2::R:City Cargo Bike:35::R:City Cargo Bike:13::R:City Cargo Bike:19::R:Van:8::R:Van:9:12:20:21:10:15:11:17::R:City Cargo Bike:14::R:City Cargo Bike:33::R:City Cargo Bike:24:25:27::R:City Cargo Bike:37::R:City Cargo Bike:18::R:City Cargo Bike:32::R:City Cargo Bike:31::R:Van:5::R:City Cargo Bike:28::R:City Cargo Bike:30:29::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:26:,66203.82599,22,46017.0878,253642.0803,1590,252052.0803,5590.589166,NaN,7045.61334,1278.252439,32,0,0,68,50,0,0,50,14,0,0,86,50,0,0,50,AddRoute:CargoBike:simple
0:0:4:2,125526.303,0,0,4,2,2 16 (2.0:59.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-City Cargo Bike]:8 7 (8.0:37.0)[false-City Cargo Bike]:9 27 (9.0:68.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:12 6 (12.0:93.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-City Cargo Bike]:21 7 (21.0:92.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:23 16 (23.0:53.0)[true-Walker]:24 2 (24.0:78.0)[true-Van]:25 2 (25.0:72.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:28 12 (28.0:75.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[true-Van]:30 9 (30.0:9.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-City Cargo Bike]:36 20 (36.0:18.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:2::R:City Cargo Bike:3::R:City Cargo Bike:5::R:City Cargo Bike:6:10::R:City Cargo Bike:7::R:City Cargo Bike:8:15::R:City Cargo Bike:9::R:City Cargo Bike:11:12::R:City Cargo Bike:13::R:City Cargo Bike:14::R:City Cargo Bike:16:4:25::R:City Cargo Bike:17::R:City Cargo Bike:18:27::R:City Cargo Bike:19::R:City Cargo Bike:20::R:City Cargo Bike:21::R:City Cargo Bike:22::R:Walker:23::R:Van:24::R:City Cargo Bike:28::R:Van:29::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:33::R:City Cargo Bike:34::R:City Cargo Bike:26::R:City Cargo Bike:35::R:City Cargo Bike:36::R:City Cargo Bike:37:,125526.303,30,46191.85409,372791.4266,1640,371151.4266,5079.747982,1953.369396,10355.31741,1283.107058,7,3,0,90,6,3,0,92,7,2,0,90,1,4,0,95,AddRoute:Pedestrian:advanced
