Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
0:2:3:3,-1.0,0,2,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:3:4,-1.0,0,2,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:4:0,-1.0,0,2,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:4:1,218701.4365568292,0,2,4,1,3 20 (3.0:46.0)[true-Van]:40 2 (40.0:75.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-Walker]:7 17 (7.0:20.0)[false-Van]:9 15 (9.0:21.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[true-Van]:4 26 (4.0:91.0)[true-City Cargo Bike]:32 16 (32.0:41.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[true-City Cargo Bike]:10 16 (10.0:46.0)[true-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-Walker]:15 20 (15.0:55.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:61 22 (61.0:31.0)[false-Van]:31 17 (31.0:76.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[true-Van]:22 5 (22.0:40.0)[true-Walker]:24 17 (24.0:34.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:40:60:20:43:23:14::R:Van:7:9:62:38:39:2::R:Van:5::R:City Cargo Bike:4::R:City Cargo Bike:32::R:City Cargo Bike:19::R:City Cargo Bike:10::R:City Cargo Bike:12:42::R:City Cargo Bike:13::R:Walker:27::R:City Cargo Bike:15::R:City Cargo Bike:17::R:City Cargo Bike:18::R:Van:61:31:16::R:Van:21::R:Walker:22::R:City Cargo Bike:24::R:City Cargo Bike:52::R:City Cargo Bike:25::R:City Cargo Bike:55::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:6::R:City Cargo Bike:11::R:City Cargo Bike:36::R:City Cargo Bike:44::R:City Cargo Bike:37::R:City Cargo Bike:8::R:City Cargo Bike:34::R:City Cargo Bike:26::R:City Cargo Bike:35::R:City Cargo Bike:33::R:City Cargo Bike:41::R:City Cargo Bike:50::R:City Cargo Bike:45::R:City Cargo Bike:63:46::R:City Cargo Bike:47::R:City Cargo Bike:59::R:City Cargo Bike:49::R:City Cargo Bike:51:30::R:City Cargo Bike:53::R:City Cargo Bike:54::R:City Cargo Bike:48::R:City Cargo Bike:56::R:City Cargo Bike:57::R:City Cargo Bike:58:,218701.4365568292,47.0,45713.158983402405,559027.0864705048,2770.0,556257.0864705048,10003.690465867383,NaN,9016.565910814594,737.3090158613292,13.0,4.0,0.0,83.0,29.0,3.0,0.0,68.0,4.0,4.0,0.0,92.0,29.0,2.0,0.0,69.0,AddRoute:Pedestrian:simple
0:2:4:2,248948.34018466438,0,2,4,2,3 20 (3.0:46.0)[true-Van]:46 1 (46.0:75.0)[true-Walker]:30 2 (30.0:61.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-Walker]:14 25 (14.0:60.0)[false-Walker]:7 17 (7.0:20.0)[false-Van]:8 1 (8.0:41.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[true-Walker]:26 12 (26.0:69.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-Walker]:47 63 (47.0:30.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[true-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[true-Van]:25 12 (25.0:36.0)[false-Van]:51 1 (51.0:56.0)[false-Walker]:55 10 (55.0:41.0)[false-City Cargo Bike]:61 22 (61.0:31.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[true-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[false-Van]:57 25 (57.0:60.0)[false-Walker]:62 17 (62.0:40.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Van]:4 26 (4.0:91.0)[true-Walker]:11 22 (11.0:95.0)[false-Van]:33 15 (33.0:35.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-Walker]:34 26 (34.0:1.0)[false-Walker]:37 16 (37.0:79.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-Walker]:36 22 (36.0:21.0)[false-Walker]:6 5 (6.0:86.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-Walker]:49 21 (49.0:75.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[true-Walker]:13 22 (13.0:41.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[true-Van]:42 2 (42.0:55.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[true-Van]:,SOL:R:Van:3:20:7:25:32:39::R:Walker:46:51::R:City Cargo Bike:30:43:8::R:City Cargo Bike:23::R:Walker:27::R:Walker:14::R:City Cargo Bike:9::R:City Cargo Bike:48::R:Walker:63::R:City Cargo Bike:26::R:City Cargo Bike:60:12:40::R:City Cargo Bike:29::R:City Cargo Bike:16::R:City Cargo Bike:10::R:Walker:31::R:City Cargo Bike:47::R:City Cargo Bike:2::R:City Cargo Bike:56::R:City Cargo Bike:58::R:City Cargo Bike:19::R:City Cargo Bike:17::R:Van:24:11::R:City Cargo Bike:55::R:City Cargo Bike:61::R:City Cargo Bike:22:42::R:City Cargo Bike:28::R:City Cargo Bike:21::R:City Cargo Bike:18::R:Walker:57::R:City Cargo Bike:62::R:Walker:4::R:City Cargo Bike:33::R:Walker:35::R:Walker:34::R:City Cargo Bike:37::R:City Cargo Bike:44::R:Walker:41::R:Walker:36::R:City Cargo Bike:6::R:City Cargo Bike:52::R:Walker:15::R:City Cargo Bike:49::R:Walker:38::R:City Cargo Bike:13::R:City Cargo Bike:45::R:City Cargo Bike:50::R:Van:53::R:City Cargo Bike:54::R:City Cargo Bike:59::R:Van:5:,248948.34018466438,50.0,66257.5333645459,672946.2671171481,2780.0,670166.2671171481,10730.830189521665,3097.917230644704,10853.972050276583,1068.6698929765469,8.0,26.0,0.0,66.0,16.0,23.0,0.0,61.0,5.0,27.0,0.0,68.0,18.0,24.0,0.0,58.0,AddRoute:Pedestrian:advanced
0:2:4:3,-1.0,0,2,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:4:4,-1.0,0,2,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:0,50501.047826465,0,3,0,0,32 16 (32.0:41.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:61 22 (61.0:31.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-Walker]:9 15 (9.0:21.0)[true-Van]:12 2 (12.0:16.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-Walker]:51 1 (51.0:56.0)[false-Van]:46 1 (46.0:75.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-Van]:4 26 (4.0:91.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-Van]:37 16 (37.0:79.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-Van]:57 25 (57.0:60.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-Van]:16 20 (16.0:71.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:7 17 (7.0:20.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Walker]:25 12 (25.0:36.0)[false-Van]:21 11 (21.0:65.0)[false-Van]:6 5 (6.0:86.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[true-Van]:35 12 (35.0:15.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-Van]:56 25 (56.0:6.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-Van]:15 20 (15.0:55.0)[false-Walker]:47 63 (47.0:30.0)[false-Walker]:49 21 (49.0:75.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-Van]:38 21 (38.0:34.0)[false-Van]:39 16 (39.0:74.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-Van]:19 12 (19.0:80.0)[false-Van]:42 2 (42.0:55.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[false-Van]:30 2 (30.0:61.0)[false-Walker]:14 25 (14.0:60.0)[false-Walker]:3 20 (3.0:46.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-Walker]:5 17 (5.0:70.0)[false-Van]:,SOL:R:Van::R:Van:32:27:61:58:44:2::R:City Cargo Bike:10::R:Walker:31::R:Van:9:12:34:41:51:46:13:4::R:City Cargo Bike:18::R:Van:29:37:17:57:11::R:City Cargo Bike:16::R:Van:23:48:7:36:25:21:6::R:Van:28:35:52:62:56:20:26::R:Walker:15::R:Walker:47::R:City Cargo Bike:49::R:City Cargo Bike:53::R:Van:24:38:39:33:45:40:60:19::R:City Cargo Bike:42:22:30::R:Walker:14::R:Van:3:43:54:59:8:50:63:55:5:,50501.047826465,18.0,64145.493501008044,269240.378755551,1460.0,267780.378755551,12113.638543842853,NaN,4342.58675412179,1034.6047338872265,44.0,22.0,0.0,33.0,81.0,6.0,0.0,13.0,25.0,30.0,0.0,45.0,74.0,13.0,0.0,13.0,RndSwap:simple
0:3:0:1,-1.0,0,3,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:2,-1.0,0,3,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:3,-1.0,0,3,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:4,-1.0,0,3,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:1:0,58763.529879795075,0,3,1,0,32 16 (32.0:41.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:61 22 (61.0:31.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-Walker]:9 15 (9.0:21.0)[true-Van]:41 6 (41.0:65.0)[false-Walker]:34 26 (34.0:1.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-Walker]:51 1 (51.0:56.0)[false-Van]:13 22 (13.0:41.0)[false-Van]:4 26 (4.0:91.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-Walker]:8 1 (8.0:41.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-Walker]:18 26 (18.0:61.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-Van]:37 16 (37.0:79.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-Van]:57 25 (57.0:60.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-Van]:16 20 (16.0:71.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:7 17 (7.0:20.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Walker]:25 12 (25.0:36.0)[false-Van]:21 11 (21.0:65.0)[false-Van]:6 5 (6.0:86.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[true-Van]:35 12 (35.0:15.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-Van]:12 2 (12.0:16.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-Van]:15 20 (15.0:55.0)[false-Walker]:49 21 (49.0:75.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-Van]:38 21 (38.0:34.0)[false-Van]:39 16 (39.0:74.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-Van]:19 12 (19.0:80.0)[false-Van]:42 2 (42.0:55.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[false-Van]:3 20 (3.0:46.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-Walker]:5 17 (5.0:70.0)[false-Van]:,SOL:R:Van::R:Van:32:27:61:58:44:2::R:Walker:31::R:Van:9:41:34:30:51:13:4::R:Walker:14::R:City Cargo Bike:8::R:City Cargo Bike:10::R:City Cargo Bike:46:20::R:City Cargo Bike:53::R:Walker:47::R:City Cargo Bike:18::R:Van:29:37:17:57:11::R:City Cargo Bike:16::R:Van:23:48:7:36:25:21:6::R:Van:28:35:52:62:12:56:26::R:Walker:15::R:City Cargo Bike:49::R:Van:24:38:39:33:45:40:60:19::R:City Cargo Bike:42:22::R:Van:3:43:54:59:50:63:55:5:,58763.529879795075,20.0,64145.493501008044,285865.3428622111,1560.0,284305.3428622111,11769.44284253522,NaN,4610.731336487276,1034.6047338872265,40.0,20.0,0.0,40.0,77.0,6.0,0.0,16.0,22.0,26.0,0.0,52.0,73.0,13.0,0.0,13.0,RndSwap:simple
0:3:1:1,147194.2578249991,0,3,1,1,2 11 (2.0:60.0)[false-Van]:32 16 (32.0:41.0)[false-Van]:52 6 (52.0:25.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[false-Van]:60 5 (60.0:94.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-Van]:5 17 (5.0:70.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[true-Van]:56 25 (56.0:6.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-Van]:30 2 (30.0:61.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:43 6 (43.0:100.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[true-Van]:45 11 (45.0:25.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[false-Van]:23 21 (23.0:19.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-Van]:34 26 (34.0:1.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Walker]:46 1 (46.0:75.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[true-City Cargo Bike]:47 63 (47.0:30.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:61 22 (61.0:31.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[true-City Cargo Bike]:,SOL:R:Van:2:32:52:41:3:60:28:6::R:Van:4:5::R:Van:19:56:9:10:16::R:Van:14:30:17:18:20:43:51:21::R:Van:7:45:22:23:24:25:26::R:City Cargo Bike:27::R:City Cargo Bike:29::R:Van:31:34:8:35:36:37::R:City Cargo Bike:49::R:Walker:39::R:City Cargo Bike:46::R:City Cargo Bike:33::R:City Cargo Bike:38::R:City Cargo Bike:12:40::R:City Cargo Bike:44::R:City Cargo Bike:11::R:City Cargo Bike:53::R:City Cargo Bike:47::R:City Cargo Bike:48::R:City Cargo Bike:50:42::R:City Cargo Bike:54::R:City Cargo Bike:55::R:City Cargo Bike:57::R:City Cargo Bike:58::R:City Cargo Bike:59::R:City Cargo Bike:61::R:City Cargo Bike:62::R:City Cargo Bike:15::R:City Cargo Bike:13::R:City Cargo Bike:63:,147194.2578249991,30.0,66097.6119645383,468162.3067577979,1920.0,466242.3067577979,12539.057664971453,2545.9238632409997,7551.004947706418,1066.0905155570695,20.0,3.0,0.0,77.0,58.0,2.0,0.0,40.0,9.0,3.0,0.0,88.0,54.0,2.0,0.0,44.0,DelRoute:LargeVan:simple
0:3:1:2,-1.0,0,3,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:1:3,-1.0,0,3,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:1:4,-1.0,0,3,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
