Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,<>,source
0:0:2:0,33290.5899,0,0,2,0,11 5 (11.0:47.0)[true-Van]:3 3 (3.0:39.0)[false-Van]:4 24 (4.0:3.0)[false-Van]:2 23 (2.0:67.0)[false-Van]:12 7 (12.0:51.0)[true-Walker]:23 13 (23.0:27.0)[false-Van]:17 24 (17.0:35.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-Van]:6 15 (6.0:91.0)[false-Van]:15 13 (15.0:63.0)[true-Van]:31 19 (31.0:87.0)[false-Van]:21 13 (21.0:71.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-Van]:25 20 (25.0:87.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[true-Van]:32 4 (32.0:19.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-Walker]:24 24 (24.0:67.0)[false-Walker]:28 3 (28.0:71.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-Van]:18 15 (18.0:27.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[false-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:11:3:4:2::R:Walker:12::R:Van:23:17:20:5:6::R:Van:15:31:21:26:7::R:City Cargo Bike:25::R:City Cargo Bike:30::R:City Cargo Bike:8::R:Van:29:32:33:13:10:9::R:Walker:24::R:City Cargo Bike:28::R:City Cargo Bike:14::R:City Cargo Bike:27::R:Van:22:18:34:19:16:,33290.5899,14,47107.71465,190181.2379,1120,189061.2379,5354.906677,NaN,5763.067815,1427.506505,43,14,0,43,76,6,0,18,28,16,0,56,77,7,0,17,init
0:0:2:1,70920.42933,0,0,2,1,2 23 (2.0:67.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[true-Van]:7 24 (7.0:55.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:10 13 (10.0:21.0)[false-City Cargo Bike]:31 19 (31.0:87.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:17 24 (17.0:35.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[false-City Cargo Bike]:32 4 (32.0:19.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[true-Van]:13 5 (13.0:11.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:12 7 (12.0:51.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[true-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[false-City Cargo Bike]:3 3 (3.0:39.0)[true-Van]:9 25 (9.0:57.0)[false-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:City Cargo Bike:15::R:City Cargo Bike:4::R:City Cargo Bike:5::R:City Cargo Bike:6::R:Van:8:7:23:10:31:28::R:City Cargo Bike:17::R:City Cargo Bike:26::R:City Cargo Bike:29::R:City Cargo Bike:32::R:City Cargo Bike:33::R:City Cargo Bike:16::R:Van:11:13:18:12:14::R:City Cargo Bike:27::R:City Cargo Bike:24::R:City Cargo Bike:30::R:City Cargo Bike:21::R:Van:3:9:19:20:22:34:25:,70920.42933,19,48387.93869,268809.4993,1160,267649.4993,5352.318736,NaN,8145.742402,1466.301173,16,0,0,84,55,0,0,45,14,0,0,86,47,0,0,53,RndSwap:simple
0:0:2:2,-1,0,0,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:3,-1,0,0,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:4,-1,0,0,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:0,46796.74842,0,0,3,0,11 5 (11.0:47.0)[true-Van]:3 3 (3.0:39.0)[false-Van]:4 24 (4.0:3.0)[false-Van]:2 23 (2.0:67.0)[false-Van]:12 7 (12.0:51.0)[true-Walker]:23 13 (23.0:27.0)[false-Van]:17 24 (17.0:35.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-Van]:15 13 (15.0:63.0)[true-Van]:31 19 (31.0:87.0)[true-Walker]:21 13 (21.0:71.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[true-Van]:32 4 (32.0:19.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-Walker]:24 24 (24.0:67.0)[false-Walker]:28 3 (28.0:71.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-Van]:18 15 (18.0:27.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[false-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-Van]:,SOL:R:Van::R:Van:11:3:4:2::R:Walker:12::R:Van:23:17:20:6::R:Van:15::R:Walker:31::R:City Cargo Bike:21::R:City Cargo Bike:30::R:City Cargo Bike:26::R:City Cargo Bike:8::R:City Cargo Bike:25::R:Van:29:32:33:13:10:9::R:Walker:24::R:City Cargo Bike:28:16::R:City Cargo Bike:14::R:City Cargo Bike:27::R:City Cargo Bike:7::R:Van:22:18:34:19:5:,46796.74842,18,46699.60588,216332.4721,1320,215012.4721,5406.012161,NaN,6555.529459,1415.139572,33,17,0,50,61,9,0,30,20,19,0,61,58,11,0,31,RndSwap:simple
0:0:3:1,71837.91835,0,0,3,1,2 23 (2.0:67.0)[true-Van]:3 3 (3.0:39.0)[true-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[false-City Cargo Bike]:12 7 (12.0:51.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-Walker]:29 15 (29.0:19.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[true-Van]:19 9 (19.0:49.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:10 13 (10.0:21.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-City Cargo Bike]:31 19 (31.0:87.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:17 24 (17.0:35.0)[true-Walker]:25 20 (25.0:87.0)[false-Walker]:24 24 (24.0:67.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[true-City Cargo Bike]:27 20 (27.0:89.0)[true-City Cargo Bike]:33 15 (33.0:1.0)[false-Van]:32 4 (32.0:19.0)[false-Van]:30 12 (30.0:65.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:City Cargo Bike:3::R:City Cargo Bike:6::R:City Cargo Bike:21::R:City Cargo Bike:12::R:City Cargo Bike:4::R:Walker:5::R:City Cargo Bike:29::R:City Cargo Bike:9::R:City Cargo Bike:11::R:City Cargo Bike:7::R:City Cargo Bike:15::R:Van:34:19:20:22:23:18:10:13:16::R:Van:31:28::R:Walker:17::R:Walker:25::R:City Cargo Bike:24::R:City Cargo Bike:26::R:City Cargo Bike:8::R:City Cargo Bike:14::R:City Cargo Bike:27::R:Van:33:32:30:,71837.91835,23,48030.62824,270055.4701,1500,268555.4701,5419.404366,NaN,8183.499095,1455.473583,22,13,0,65,45,9,0,45,13,14,0,72,37,13,0,50,RndSwap:simple
0:0:3:2,-1,0,0,3,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:3,-1,0,0,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:4,-1,0,0,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:0,83719.78494,0,0,4,0,21 13 (21.0:71.0)[true-Van]:13 5 (13.0:11.0)[true-City Cargo Bike]:3 3 (3.0:39.0)[false-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[true-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:31 19 (31.0:87.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[true-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:12 7 (12.0:51.0)[false-Walker]:30 12 (30.0:65.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:28 3 (28.0:71.0)[true-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-Van]:26 23 (26.0:23.0)[false-Van]:22 16 (22.0:31.0)[false-Van]:23 13 (23.0:27.0)[false-Van]:29 15 (29.0:19.0)[false-Van]:32 4 (32.0:19.0)[false-Walker]:33 15 (33.0:1.0)[false-Van]:34 1 (34.0:55.0)[false-Van]:,SOL:R:Van::R:Van:21::R:City Cargo Bike:13:3::R:City Cargo Bike:10::R:City Cargo Bike:4::R:City Cargo Bike:6::R:City Cargo Bike:25::R:City Cargo Bike:17::R:City Cargo Bike:18::R:City Cargo Bike:9::R:City Cargo Bike:20::R:City Cargo Bike:31::R:City Cargo Bike:27::R:City Cargo Bike:8::R:Walker:12::R:City Cargo Bike:30::R:City Cargo Bike:24::R:Van:2::R:City Cargo Bike:28::R:City Cargo Bike:19::R:City Cargo Bike:14::R:City Cargo Bike:7::R:City Cargo Bike:15::R:City Cargo Bike:5::R:City Cargo Bike:11:16::R:Van:26:22:23:29:32:33:34:,83719.78494,26,35162.3055,260441.5642,1580,258861.5642,5130.827437,NaN,7892.168611,1065.524409,15,4,0,81,27,3,0,70,8,3,0,88,27,2,0,72,AddRoute:CargoBike:simple
0:0:4:1,77362.87197,0,0,4,1,3 3 (3.0:39.0)[true-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[false-Walker]:6 15 (6.0:91.0)[true-Walker]:25 20 (25.0:87.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:12 7 (12.0:51.0)[true-Walker]:30 12 (30.0:65.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[true-Walker]:29 15 (29.0:19.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:28 3 (28.0:71.0)[true-City Cargo Bike]:31 19 (31.0:87.0)[true-Van]:24 24 (24.0:67.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[true-City Cargo Bike]:22 16 (22.0:31.0)[true-City Cargo Bike]:23 13 (23.0:27.0)[false-Van]:26 23 (26.0:23.0)[false-Van]:32 4 (32.0:19.0)[false-Van]:33 15 (33.0:1.0)[false-Van]:34 1 (34.0:55.0)[false-Van]:,SOL:R:Van::R:Van:3:10:13:4:21::R:Walker:6::R:City Cargo Bike:25::R:City Cargo Bike:17::R:City Cargo Bike:18::R:Van:2::R:Walker:12::R:City Cargo Bike:30::R:City Cargo Bike:9::R:Walker:5::R:City Cargo Bike:29::R:City Cargo Bike:11::R:City Cargo Bike:8::R:City Cargo Bike:14::R:City Cargo Bike:15::R:City Cargo Bike:19::R:City Cargo Bike:16::R:City Cargo Bike:7::R:City Cargo Bike:20::R:City Cargo Bike:28::R:Van:31:24::R:City Cargo Bike:27::R:City Cargo Bike:22::R:Van:23:26:32:33:34:,77362.87197,25,48355.42203,282049.8412,1600,280449.8412,5320.287063,NaN,8546.964886,1465.315819,20,12,0,68,39,9,0,52,13,10,0,78,39,8,0,53,AddRoute:CargoBike:simple
0:0:4:2,-1,0,0,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:3,-1,0,0,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:4,-1,0,0,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:0,8810.222082,0,1,0,0,21 13 (21.0:71.0)[true-Van]:12 7 (12.0:51.0)[false-Van]:13 5 (13.0:11.0)[false-Van]:20 16 (20.0:29.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:19 9 (19.0:49.0)[true-Van]:14 14 (14.0:43.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[true-Van]:3 3 (3.0:39.0)[false-Van]:18 15 (18.0:27.0)[false-City Cargo Bike]:10 13 (10.0:21.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[true-Van]:31 19 (31.0:87.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:28 3 (28.0:71.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-Van]:6 15 (6.0:91.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-Van]:34 1 (34.0:55.0)[false-Van]:23 13 (23.0:27.0)[false-Van]:26 23 (26.0:23.0)[false-Van]:32 4 (32.0:19.0)[false-Van]:33 15 (33.0:1.0)[false-Van]:29 15 (29.0:19.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:,SOL:R:Van::R:Van:21:12:13:20:30:24:2::R:Van:19:14:17:4:11:7::R:Van:5:3:18:10:9::R:Van:25:31:27:28:16:6:15::R:Van:22:34:23:26:32:33:29:8:,8810.222082,6,44051.11041,132873.3312,720,132153.3312,6659.259404,NaN,4026.464583,1334.882134,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,DelRoute:LargeVan:simple
0:1:0:1,-1,0,1,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:2,-1,0,1,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:3,-1,0,1,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:1:0:4,-1,0,1,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
