Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
1:1:2:4,-1.0,1,1,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:3:0,-1.0,1,1,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:3:1,122358.3233840034,1,1,3,1,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[true-Van]:61 23 (61.0:67.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:7 20 (7.0:1.0)[true-Walker]:8 10 (8.0:9.0)[true-Van]:45 25 (45.0:77.0)[true-Van]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[true-Van]:17 12 (17.0:83.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-Van]:15 12 (15.0:33.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[true-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[true-Van]:21 26 (21.0:87.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-Van]:24 22 (24.0:21.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[true-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[true-Van]:37 19 (37.0:59.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[true-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[true-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[true-Van]:56 20 (56.0:49.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:62 2 (62.0:93.0)[false-Van]:51 10 (51.0:75.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:Van:3:61:65:16::R:Van:5::R:Walker:7::R:Van:8::R:Van:45:10::R:Van:11:17:60:15::R:City Cargo Bike:58:27::R:City Cargo Bike:31::R:Van:4:21:25:9:43:6::R:City Cargo Bike:24::R:City Cargo Bike:18::R:City Cargo Bike:23::R:City Cargo Bike:19::R:City Cargo Bike:30::R:City Cargo Bike:33:49::R:Van:36:37:41:26:22:14::R:Van:39:42:38:34:29:44:13::R:City Cargo Bike:40::R:City Cargo Bike:35::R:City Cargo Bike:20::R:City Cargo Bike:63::R:City Cargo Bike:48::R:City Cargo Bike:47::R:City Cargo Bike:50::R:City Cargo Bike:32::R:City Cargo Bike:55::R:City Cargo Bike:52::R:City Cargo Bike:46:12::R:City Cargo Bike:54::R:Van:53:56:57:59:62:51:28::R:City Cargo Bike:64:,122358.3233840034,33.0,109284.64450964327,531276.7224930794,2420.0,528856.7224930794,7745.215036469763,NaN,8301.198788954365,1707.5725704631761,33.0,3.0,0.0,64.0,61.0,2.0,0.0,38.0,18.0,2.0,0.0,80.0,65.0,2.0,0.0,33.0,AddRoute:CargoBike:simple
1:1:3:2,154146.42448548583,1,1,3,2,3 24 (3.0:93.0)[true-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[true-Van]:14 9 (14.0:47.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[true-City Cargo Bike]:9 18 (9.0:75.0)[true-Van]:10 26 (10.0:15.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[true-City Cargo Bike]:21 26 (21.0:87.0)[true-Van]:48 14 (48.0:11.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-Walker]:44 24 (44.0:31.0)[true-Van]:32 24 (32.0:1.0)[true-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-Walker]:28 15 (28.0:33.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[true-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[true-City Cargo Bike]:56 20 (56.0:49.0)[true-Walker]:27 2 (27.0:1.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[true-Van]:36 5 (36.0:61.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-Van]:64 23 (64.0:9.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:4 16 (4.0:53.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:39:2::R:Van:22:14:11:5::R:City Cargo Bike:46::R:City Cargo Bike:6::R:City Cargo Bike:7::R:City Cargo Bike:26::R:City Cargo Bike:63::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:16::R:City Cargo Bike:17::R:City Cargo Bike:18::R:Van:9:10::R:City Cargo Bike:19::R:Van:21:48:23::R:Van:44::R:Van:32:65:54:61:62:8::R:City Cargo Bike:28::R:City Cargo Bike:53::R:City Cargo Bike:24::R:City Cargo Bike:33:40::R:City Cargo Bike:25::R:City Cargo Bike:29::R:City Cargo Bike:52::R:Walker:56::R:City Cargo Bike:27:58::R:City Cargo Bike:55::R:City Cargo Bike:12::R:City Cargo Bike:31::R:City Cargo Bike:51::R:City Cargo Bike:50::R:Van:30:36:43:42:45:41:34:20::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:35::R:City Cargo Bike:49:47::R:Van:57:64:59:60:4:,154146.42448548583,38.0,109857.61347124995,596452.6439962217,2530.0,593922.6439962217,7579.666135417341,NaN,9319.572562440964,1716.5252104882804,24.0,3.0,0.0,74.0,50.0,2.0,0.0,48.0,14.0,4.0,0.0,82.0,55.0,2.0,0.0,42.0,RndSwap:simple
1:1:3:3,239750.70970683513,1,1,3,3,26 17 (26.0:59.0)[true-Van]:63 16 (63.0:25.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[true-Walker]:3 24 (3.0:93.0)[true-Van]:27 2 (27.0:1.0)[false-Van]:4 16 (4.0:53.0)[false-Van]:5 7 (5.0:51.0)[true-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-Van]:21 26 (21.0:87.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[true-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[true-Van]:64 23 (64.0:9.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-Van]:62 2 (62.0:93.0)[false-Van]:41 14 (41.0:93.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[true-Walker]:53 6 (53.0:69.0)[false-Van]:56 20 (56.0:49.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:23 9 (23.0:21.0)[false-City Cargo Bike]:,SOL:R:Van:26:27:4:17:43:62:53:56:59::R:City Cargo Bike:63::R:City Cargo Bike:10::R:Walker:2::R:Van:3:57:60::R:City Cargo Bike:5:12::R:City Cargo Bike:6::R:City Cargo Bike:7::R:City Cargo Bike:61::R:City Cargo Bike:8::R:City Cargo Bike:11::R:City Cargo Bike:32::R:City Cargo Bike:40:33:20::R:City Cargo Bike:13::R:City Cargo Bike:65::R:City Cargo Bike:21::R:City Cargo Bike:38::R:City Cargo Bike:51::R:City Cargo Bike:24::R:City Cargo Bike:16::R:City Cargo Bike:14::R:City Cargo Bike:18::R:City Cargo Bike:19:46::R:City Cargo Bike:22::R:City Cargo Bike:25::R:City Cargo Bike:28::R:City Cargo Bike:30::R:City Cargo Bike:58:49::R:City Cargo Bike:39::R:City Cargo Bike:31::R:City Cargo Bike:45::R:City Cargo Bike:34::R:City Cargo Bike:29::R:Van:36::R:City Cargo Bike:64::R:City Cargo Bike:41::R:City Cargo Bike:42::R:City Cargo Bike:54::R:City Cargo Bike:15::R:City Cargo Bike:9::R:City Cargo Bike:37::R:City Cargo Bike:44::R:City Cargo Bike:48::R:City Cargo Bike:35::R:City Cargo Bike:50::R:City Cargo Bike:47::R:City Cargo Bike:55::R:Walker:52::R:City Cargo Bike:23:,239750.70970683513,49.0,109768.26498446264,767558.908373273,2660.0,764898.908373273,10243.214645164457,2354.6669136904616,11993.10794333239,1715.1291403822288,6.0,4.0,0.0,90.0,20.0,3.0,0.0,77.0,9.0,3.0,0.0,88.0,19.0,2.0,0.0,79.0,RndSwap:advanced
1:1:3:4,-1.0,1,1,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:4:0,-1.0,1,1,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:4:1,-1.0,1,1,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:4:2,190003.22129591607,1,1,4,2,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[true-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:8 10 (8.0:9.0)[true-Van]:26 17 (26.0:59.0)[true-Van]:4 16 (4.0:53.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-Van]:58 4 (58.0:15.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[true-Van]:14 9 (14.0:47.0)[true-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-Walker]:36 5 (36.0:61.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:46 2 (46.0:63.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-Van]:61 23 (61.0:67.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:Van:3:42:17:19::R:Van:5::R:Van:8::R:Van:26:4:6::R:Van:32:58:25:21:15::R:Van:24::R:City Cargo Bike:14::R:Van:56:65:39:43:7:23::R:City Cargo Bike:10::R:City Cargo Bike:11::R:City Cargo Bike:13::R:City Cargo Bike:16::R:City Cargo Bike:18::R:City Cargo Bike:20::R:City Cargo Bike:22::R:City Cargo Bike:27::R:City Cargo Bike:30::R:City Cargo Bike:33::R:City Cargo Bike:31::R:City Cargo Bike:34::R:City Cargo Bike:35::R:Walker:52::R:City Cargo Bike:36::R:City Cargo Bike:59::R:City Cargo Bike:38::R:City Cargo Bike:55::R:City Cargo Bike:9::R:City Cargo Bike:37::R:City Cargo Bike:44::R:City Cargo Bike:62:53:46::R:Van:47:61:51:45:50:29:12::R:City Cargo Bike:48::R:City Cargo Bike:41::R:City Cargo Bike:49::R:City Cargo Bike:64::R:City Cargo Bike:54::R:City Cargo Bike:57::R:City Cargo Bike:60::R:City Cargo Bike:63::R:City Cargo Bike:40::R:City Cargo Bike:28:,190003.22129591607,43.0,105264.51503251647,656544.1816763751,2850.0,653694.1816763751,9501.55434581609,NaN,10258.50283869336,1644.7580473830699,23.0,2.0,0.0,74.0,45.0,2.0,0.0,53.0,11.0,3.0,0.0,86.0,47.0,1.0,0.0,53.0,CrossOver:simple
1:1:4:3,242258.85204589184,1,1,4,3,16 11 (16.0:27.0)[true-Van]:5 7 (5.0:51.0)[true-City Cargo Bike]:7 20 (7.0:1.0)[true-Van]:8 10 (8.0:9.0)[false-Walker]:9 18 (9.0:75.0)[true-Van]:2 12 (2.0:35.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-Van]:37 19 (37.0:59.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:3 24 (3.0:93.0)[false-Van]:4 16 (4.0:53.0)[false-Van]:6 9 (6.0:51.0)[false-Van]:34 12 (34.0:35.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[true-Walker]:13 11 (13.0:39.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:19 7 (19.0:47.0)[true-Walker]:40 6 (40.0:9.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[true-Van]:53 6 (53.0:69.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:63 16 (63.0:25.0)[false-Van]:,SOL:R:Van::R:Van:16::R:City Cargo Bike:5::R:Van:7:8::R:Van:9:2:11:37:17:52::R:Van:3:4:6:34:38:49::R:City Cargo Bike:10::R:Walker:12::R:City Cargo Bike:13::R:City Cargo Bike:14::R:City Cargo Bike:15::R:City Cargo Bike:65::R:City Cargo Bike:18::R:City Cargo Bike:21::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:26::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:33::R:City Cargo Bike:51::R:City Cargo Bike:35::R:City Cargo Bike:36::R:City Cargo Bike:39::R:City Cargo Bike:41::R:City Cargo Bike:42::R:City Cargo Bike:43::R:City Cargo Bike:44::R:City Cargo Bike:20::R:City Cargo Bike:45::R:City Cargo Bike:46::R:Walker:19::R:City Cargo Bike:40::R:City Cargo Bike:47::R:City Cargo Bike:48::R:City Cargo Bike:50::R:City Cargo Bike:54::R:City Cargo Bike:55::R:City Cargo Bike:56::R:City Cargo Bike:57::R:City Cargo Bike:58::R:City Cargo Bike:61::R:City Cargo Bike:27:62::R:Van:64:53:60:59:63:,242258.85204589184,49.0,109365.72186750406,771738.5809472944,2870.0,768868.5809472944,9613.374298042834,NaN,12058.415327301474,1708.839404179751,12.0,4.0,0.0,84.0,31.0,3.0,0.0,66.0,9.0,2.0,0.0,89.0,32.0,1.0,0.0,67.0,CrossOver:simple
1:1:4:4,-1.0,1,1,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
