Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:2:3:2,183628.18380146165,0,2,3,2,3 17 (3.0:15.0)[true-Van]:36 8 (36.0:73.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[true-Van]:8 24 (8.0:47.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[true-Van]:41 5 (41.0:35.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-Van]:14 14 (14.0:69.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[true-Van]:16 16 (16.0:25.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[true-Walker]:19 9 (19.0:77.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-City Cargo Bike]:25 19 (25.0:33.0)[false-City Cargo Bike]:2 23 (2.0:93.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-Walker]:46 19 (46.0:1.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[true-Van]:52 13 (52.0:65.0)[false-Van]:54 23 (54.0:23.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:55 22 (55.0:5.0)[false-Walker]:56 18 (56.0:53.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-Walker]:,SOL:R:Van::R:Van:3:36:4:49:5::R:Van:6:8:9:10::R:Van:11:41:12:13:14::R:Van:15:16:17::R:Walker:18::R:City Cargo Bike:19::R:City Cargo Bike:20::R:City Cargo Bike:21::R:City Cargo Bike:29::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:2::R:City Cargo Bike:26::R:City Cargo Bike:53::R:City Cargo Bike:27::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:50::R:City Cargo Bike:33::R:City Cargo Bike:7:34::R:City Cargo Bike:35::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:39::R:City Cargo Bike:40::R:City Cargo Bike:58::R:City Cargo Bike:43::R:City Cargo Bike:42::R:City Cargo Bike:47::R:City Cargo Bike:60::R:City Cargo Bike:51::R:Walker:59::R:City Cargo Bike:46::R:City Cargo Bike:61::R:City Cargo Bike:48::R:City Cargo Bike:44::R:Van:45:52:54:57:55:56:28:,183628.18380146165,41.0,51618.95045242025,503935.6387792159,2470.0,501465.6387792159,10348.744394534175,NaN,8398.927312986933,860.3158408736708,15.0,5.0,0.0,80.0,40.0,3.0,0.0,57.0,6.0,5.0,0.0,89.0,38.0,4.0,0.0,59.0,RndSwap:simple
0:2:3:3,-1.0,0,2,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:3:4,-1.0,0,2,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:4:0,-1.0,0,2,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:2:4:1,208991.1638198625,0,2,4,1,3 17 (3.0:15.0)[true-Van]:51 7 (51.0:65.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[true-Van]:8 24 (8.0:47.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[true-Van]:41 5 (41.0:35.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-Van]:2 23 (2.0:93.0)[true-Van]:45 16 (45.0:87.0)[false-Van]:55 22 (55.0:5.0)[false-City Cargo Bike]:52 13 (52.0:65.0)[false-Van]:14 14 (14.0:69.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-City Cargo Bike]:25 19 (25.0:33.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-Walker]:46 19 (46.0:1.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:56 18 (56.0:53.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-Walker]:,SOL:R:Van::R:Van:3:51:4:49:5::R:Van:6:8:9:10::R:Van:11:41:12:13::R:Van:2:45:55:52:14::R:City Cargo Bike:15::R:City Cargo Bike:16::R:City Cargo Bike:17::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:58::R:City Cargo Bike:20::R:City Cargo Bike:29::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:26::R:City Cargo Bike:53::R:City Cargo Bike:27::R:City Cargo Bike:30::R:City Cargo Bike:42::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:61::R:City Cargo Bike:50::R:City Cargo Bike:33::R:City Cargo Bike:34::R:City Cargo Bike:36::R:City Cargo Bike:21::R:City Cargo Bike:7::R:City Cargo Bike:35::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:39::R:City Cargo Bike:40::R:City Cargo Bike:43::R:City Cargo Bike:47::R:City Cargo Bike:60::R:Walker:59::R:City Cargo Bike:46::R:City Cargo Bike:48::R:City Cargo Bike:44::R:City Cargo Bike:54::R:Walker:57::R:City Cargo Bike:56::R:Walker:28:,208991.1638198625,47.0,26884.18936933198,490581.21999998816,2700.0,487881.21999998816,10481.181446016155,NaN,8176.3536666664695,448.0698228221997,11.0,6.0,0.0,83.0,30.0,5.0,0.0,65.0,3.0,8.0,0.0,90.0,29.0,4.0,0.0,67.0,CrossOver:simple
0:2:4:2,203284.69488540734,0,2,4,2,14 14 (14.0:69.0)[true-Van]:18 4 (18.0:81.0)[true-Van]:2 23 (2.0:93.0)[false-Walker]:32 18 (32.0:97.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[true-Walker]:5 6 (5.0:53.0)[false-Walker]:10 11 (10.0:67.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:41 5 (41.0:35.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[false-Van]:4 12 (4.0:23.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[true-Van]:11 7 (11.0:21.0)[true-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:52 13 (52.0:65.0)[false-Van]:9 24 (9.0:23.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:3 17 (3.0:15.0)[false-Van]:27 18 (27.0:49.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:25 19 (25.0:33.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-Van]:24 22 (24.0:47.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:55 22 (55.0:5.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-Walker]:6 22 (6.0:13.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-Walker]:60 9 (60.0:13.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:,SOL:R:Van::R:Van:14::R:Van:18:2:32:13::R:Walker:21::R:Walker:5::R:City Cargo Bike:10::R:City Cargo Bike:12::R:City Cargo Bike:31::R:City Cargo Bike:41:34::R:City Cargo Bike:4::R:City Cargo Bike:26::R:Van:8::R:City Cargo Bike:11:7::R:Van:52:9:40:61:3:27::R:City Cargo Bike:58::R:City Cargo Bike:51::R:City Cargo Bike:39::R:City Cargo Bike:35::R:City Cargo Bike:37::R:City Cargo Bike:25::R:City Cargo Bike:20::R:City Cargo Bike:48::R:City Cargo Bike:22::R:City Cargo Bike:36::R:City Cargo Bike:16::R:City Cargo Bike:29::R:City Cargo Bike:19::R:City Cargo Bike:45::R:Van:23:24:33:55:15::R:Walker:43::R:City Cargo Bike:6::R:City Cargo Bike:17::R:City Cargo Bike:30::R:City Cargo Bike:56::R:City Cargo Bike:49::R:City Cargo Bike:38::R:City Cargo Bike:42::R:City Cargo Bike:50::R:Walker:28::R:City Cargo Bike:60::R:City Cargo Bike:46::R:City Cargo Bike:59::R:City Cargo Bike:44::R:City Cargo Bike:53::R:City Cargo Bike:54::R:City Cargo Bike:47:57:,203284.69488540734,46.0,49346.014579814335,537589.0276783321,2720.0,534869.0276783321,11271.092706297573,NaN,8959.817127972201,822.4335763302389,13.0,9.0,0.0,78.0,28.0,7.0,0.0,65.0,5.0,7.0,0.0,88.0,31.0,4.0,0.0,65.0,CrossOver:simple
0:2:4:3,253221.30000969555,0,2,4,3,3 17 (3.0:15.0)[true-Van]:4 12 (4.0:23.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[true-Walker]:52 13 (52.0:65.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-Walker]:59 27 (59.0:51.0)[false-Walker]:17 16 (17.0:85.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[true-City Cargo Bike]:2 23 (2.0:93.0)[false-Van]:38 12 (38.0:5.0)[false-Van]:7 3 (7.0:29.0)[true-Van]:46 19 (46.0:1.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[true-City Cargo Bike]:25 19 (25.0:33.0)[false-Walker]:37 18 (37.0:35.0)[true-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-Walker]:51 7 (51.0:65.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-Walker]:34 4 (34.0:35.0)[false-Walker]:60 9 (60.0:13.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-Walker]:33 15 (33.0:31.0)[false-Walker]:23 19 (23.0:63.0)[true-Van]:61 15 (61.0:91.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-Van]:31 19 (31.0:19.0)[false-Walker]:45 16 (45.0:87.0)[false-Walker]:30 11 (30.0:37.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-Walker]:41 5 (41.0:35.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-Van]:44 19 (44.0:47.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[true-Walker]:53 16 (53.0:97.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:47 3 (47.0:1.0)[false-City Cargo Bike]:55 22 (55.0:5.0)[false-Walker]:56 18 (56.0:53.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-Walker]:39 72 (39.0:19.0)[false-City Cargo Bike]:,SOL:R:Van:3:2:38:29:36::R:City Cargo Bike:4::R:City Cargo Bike:5:40::R:City Cargo Bike:6::R:City Cargo Bike:8::R:City Cargo Bike:9::R:City Cargo Bike:10::R:City Cargo Bike:11::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:14::R:Walker:54::R:City Cargo Bike:52::R:Walker:24::R:Walker:59::R:City Cargo Bike:17::R:City Cargo Bike:42::R:Van:7::R:City Cargo Bike:46::R:City Cargo Bike:21::R:Walker:25::R:City Cargo Bike:37::R:City Cargo Bike:49::R:City Cargo Bike:20::R:City Cargo Bike:58::R:City Cargo Bike:18:41::R:Walker:32::R:City Cargo Bike:51::R:City Cargo Bike:43::R:City Cargo Bike:50::R:Walker:22::R:Walker:34::R:City Cargo Bike:60::R:Walker:35::R:Walker:33::R:Van:23::R:City Cargo Bike:61::R:Walker:31::R:Walker:45::R:City Cargo Bike:30::R:City Cargo Bike:48::R:City Cargo Bike:16::R:City Cargo Bike:12::R:City Cargo Bike:19::R:Walker:26::R:City Cargo Bike:44::R:Walker:27::R:City Cargo Bike:53::R:Walker:57::R:City Cargo Bike:47::R:Walker:55::R:City Cargo Bike:56::R:Walker:28::R:City Cargo Bike:39:,253221.30000969555,54.0,50762.97133751653,641336.3254969344,2910.0,638426.3254969344,10811.138823448848,3011.8534887245196,10688.93875828224,846.0495222919421,6.0,30.0,0.0,65.0,12.0,27.0,0.0,62.0,4.0,30.0,0.0,66.0,11.0,27.0,0.0,61.0,CrossOver:advanced
0:2:4:4,-1.0,0,2,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:0,61034.247250408735,0,3,0,0,21 14 (21.0:31.0)[false-Walker]:25 19 (25.0:33.0)[false-Walker]:37 18 (37.0:35.0)[true-City Cargo Bike]:24 22 (24.0:47.0)[false-Walker]:2 23 (2.0:93.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-Walker]:3 17 (3.0:15.0)[false-Van]:61 15 (61.0:91.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-Van]:49 10 (49.0:79.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-Walker]:20 18 (20.0:45.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[false-Van]:12 12 (12.0:93.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-Van]:34 4 (34.0:35.0)[false-Walker]:60 9 (60.0:13.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-Walker]:33 15 (33.0:31.0)[false-Walker]:13 8 (13.0:67.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-Walker]:59 27 (59.0:51.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-Van]:31 19 (31.0:19.0)[false-Walker]:32 18 (32.0:97.0)[false-Walker]:36 8 (36.0:73.0)[false-Van]:30 11 (30.0:37.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-Van]:26 9 (26.0:39.0)[false-Walker]:44 19 (44.0:47.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-Walker]:41 5 (41.0:35.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[true-Walker]:52 13 (52.0:65.0)[false-Van]:53 16 (53.0:97.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:55 22 (55.0:5.0)[false-Walker]:28 2 (28.0:49.0)[false-Walker]:10 11 (10.0:67.0)[false-Walker]:39 72 (39.0:19.0)[false-City Cargo Bike]:,SOL:R:Walker::R:Walker:21::R:Walker:25::R:City Cargo Bike:37::R:Walker:24::R:City Cargo Bike:2::R:Walker:22::R:Van:3:61:6:49:56:19::R:Walker:8::R:City Cargo Bike:20::R:Van:11:12:18:58:43:16:38:42:47:40:5::R:City Cargo Bike:50::R:Van:9:34:60:51:46:35:33:13::R:Walker:23::R:City Cargo Bike:59::R:Van:29:31:32:36:30:48:14::R:Van:7:26:44:45:41:17:4:15::R:Walker:27::R:Van:52:53:54:57:55:28:10::R:City Cargo Bike:39:,61034.247250408735,20.0,49101.73448524498,251153.00416245442,1420.0,249733.00416245442,14212.367728060613,NaN,4185.883402707574,818.3622414207497,30.0,40.0,0.0,30.0,78.0,12.0,0.0,10.0,16.0,34.0,0.0,50.0,66.0,14.0,0.0,20.0,RndSwap:simple
0:3:0:1,-1.0,0,3,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:2,-1.0,0,3,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:3,-1.0,0,3,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:0:4,-1.0,0,3,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:1:0,67659.8369187008,0,3,1,0,21 14 (21.0:31.0)[false-Walker]:25 19 (25.0:33.0)[false-Walker]:37 18 (37.0:35.0)[true-City Cargo Bike]:24 22 (24.0:47.0)[false-Walker]:22 10 (22.0:49.0)[false-Walker]:3 17 (3.0:15.0)[false-Van]:61 15 (61.0:91.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-Van]:56 18 (56.0:53.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-Walker]:20 18 (20.0:45.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[false-Van]:58 12 (58.0:89.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-Van]:34 4 (34.0:35.0)[false-Walker]:60 9 (60.0:13.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-Walker]:33 15 (33.0:31.0)[false-Walker]:13 8 (13.0:67.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-Walker]:59 27 (59.0:51.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-Van]:31 19 (31.0:19.0)[false-Walker]:32 18 (32.0:97.0)[false-Walker]:36 8 (36.0:73.0)[false-Van]:30 11 (30.0:37.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-Van]:26 9 (26.0:39.0)[false-Walker]:44 19 (44.0:47.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-Walker]:41 5 (41.0:35.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[true-Walker]:52 13 (52.0:65.0)[false-Van]:53 16 (53.0:97.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:55 22 (55.0:5.0)[false-Walker]:28 2 (28.0:49.0)[false-Walker]:10 11 (10.0:67.0)[false-Walker]:2 23 (2.0:93.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:,SOL:R:Walker::R:Walker:21::R:Walker:25::R:City Cargo Bike:37::R:Walker:24::R:Walker:22::R:Van:3:61:6:56:19::R:Walker:8::R:City Cargo Bike:20::R:City Cargo Bike:12::R:City Cargo Bike:18::R:Van:11:58:43:16:38:42:49:47:40:5::R:City Cargo Bike:50::R:Van:9:34:60:51:46:35:33:13::R:Walker:23::R:City Cargo Bike:59::R:Van:29:31:32:36:30:48:14::R:Van:7:26:44:45:41:17:4:15::R:Walker:27::R:Van:52:53:54:57:55:28:10::R:City Cargo Bike:2::R:City Cargo Bike:39:,67659.8369187008,22.0,49101.73448524498,264504.18349903857,1520.0,262984.18349903857,14671.399906088018,NaN,4408.40305831731,818.3622414207497,27.0,36.0,0.0,36.0,75.0,12.0,0.0,13.0,15.0,31.0,0.0,55.0,64.0,14.0,0.0,22.0,RndSwap:simple
